Time_ms,ADC_Raw,V_measured,V_source,Current_A,Power_W
85563,3,0.01,0.001,0.000001,0
85613,4,0.013,0.001,0.000001,0
85663,4,0.013,0.001,0.000001,0
85713,3,0.01,0.001,0.000001,0
85763,4,0.013,0.001,0.000001,0
85813,2,0.006,0.001,0.000001,0
85863,5,0.016,0.002,0.000002,0
85913,2,0.006,0.001,0.000001,0
85963,4,0.013,0.001,0.000001,0
86013,5,0.016,0.002,0.000002,0
86063,3,0.01,0.001,0.000001,0
86113,4,0.013,0.001,0.000001,0
86171,4,0.013,0.001,0.000001,0
86221,3,0.01,0.001,0.000001,0
86271,3,0.01,0.001,0.000001,0
86321,5,0.016,0.002,0.000002,0
86371,4,0.013,0.001,0.000001,0
86421,2,0.006,0.001,0.000001,0
86471,3,0.01,0.001,0.000001,0
86521,3,0.01,0.001,0.000001,0
86571,5,0.016,0.002,0.000002,0
86621,4,0.013,0.001,0.000001,0
86671,2,0.006,0.001,0.000001,0
86721,5,0.016,0.002,0.000002,0
86771,4,0.013,0.001,0.000001,0
86821,4,0.013,0.001,0.000001,0
86879,3,0.01,0.001,0.000001,0
86929,4,0.013,0.001,0.000001,0
86979,2,0.006,0.001,0.000001,0
87036,5,0.016,0.002,0.000002,0
87131,4,0.013,0.001,0.000001,0
87181,3,0.01,0.001,0.000001,0
87231,2,0.006,0.001,0.000001,0
87281,4,0.013,0.001,0.000001,0
87331,5,0.016,0.002,0.000002,0
87381,4,0.013,0.001,0.000001,0
87431,4,0.013,0.001,0.000001,0
87481,1,0.003,0,0,0
87531,4,0.013,0.001,0.000001,0
87589,5,0.016,0.002,0.000002,0
87639,2,0.006,0.001,0.000001,0
87689,3,0.01,0.001,0.000001,0
87739,4,0.013,0.001,0.000001,0
87789,4,0.013,0.001,0.000001,0
87839,4,0.013,0.001,0.000001,0
87889,4,0.013,0.001,0.000001,0
87939,3,0.01,0.001,0.000001,0
87989,4,0.013,0.001,0.000001,0
88039,4,0.013,0.001,0.000001,0
88089,3,0.01,0.001,0.000001,0
88139,4,0.013,0.001,0.000001,0
88189,3,0.01,0.001,0.000001,0
88247,3,0.01,0.001,0.000001,0
88297,4,0.013,0.001,0.000001,0
88347,5,0.016,0.002,0.000002,0
88397,1,0.003,0,0,0
88447,4,0.013,0.001,0.000001,0
88497,4,0.013,0.001,0.000001,0
88547,5,0.016,0.002,0.000002,0
88597,3,0.01,0.001,0.000001,0
88647,2,0.006,0.001,0.000001,0
88697,4,0.013,0.001,0.000001,0
88747,4,0.013,0.001,0.000001,0
88797,4,0.013,0.001,0.000001,0
88847,4,0.013,0.001,0.000001,0
88905,4,0.013,0.001,0.000001,0
88955,4,0.013,0.001,0.000001,0
89005,4,0.013,0.001,0.000001,0
89055,5,0.016,0.002,0.000002,0
89105,2,0.006,0.001,0.000001,0
89155,4,0.013,0.001,0.000001,0
89205,4,0.013,0.001,0.000001,0
89255,3,0.01,0.001,0.000001,0
89305,3,0.01,0.001,0.000001,0
89355,4,0.013,0.001,0.000001,0
89405,3,0.01,0.001,0.000001,0
89455,3,0.01,0.001,0.000001,0
89505,4,0.013,0.001,0.000001,0
89563,2,0.006,0.001,0.000001,0
89613,0,0,0,0,0
89663,4,0.013,0.001,0.000001,0
89713,4,0.013,0.001,0.000001,0
89763,5,0.016,0.002,0.000002,0
89813,4,0.013,0.001,0.000001,0
89863,5,0.016,0.002,0.000002,0
89913,4,0.013,0.001,0.000001,0
89963,5,0.016,0.002,0.000002,0
90013,3,0.01,0.001,0.000001,0
90063,3,0.01,0.001,0.000001,0
90113,4,0.013,0.001,0.000001,0
90163,5,0.016,0.002,0.000002,0
90222,4,0.013,0.001,0.000001,0
90272,4,0.013,0.001,0.000001,0
90322,4,0.013,0.001,0.000001,0
90372,3,0.01,0.001,0.000001,0
90422,4,0.013,0.001,0.000001,0
90472,3,0.01,0.001,0.000001,0
90522,3,0.01,0.001,0.000001,0
90572,4,0.013,0.001,0.000001,0
90622,3,0.01,0.001,0.000001,0
90672,4,0.013,0.001,0.000001,0
90722,4,0.013,0.001,0.000001,0
90772,5,0.016,0.002,0.000002,0
90822,4,0.013,0.001,0.000001,0
90880,7,0.023,0.002,0.000002,0
90930,5,0.016,0.002,0.000002,0
90980,4,0.013,0.001,0.000001,0
91030,4,0.013,0.001,0.000001,0
91080,4,0.013,0.001,0.000001,0
91130,4,0.013,0.001,0.000001,0
91180,4,0.013,0.001,0.000001,0
91230,0,0,0,0,0
91280,3,0.01,0.001,0.000001,0
91330,3,0.01,0.001,0.000001,0
91380,4,0.013,0.001,0.000001,0
91430,4,0.013,0.001,0.000001,0
91480,4,0.013,0.001,0.000001,0
91538,4,0.013,0.001,0.000001,0
91588,4,0.013,0.001,0.000001,0
91638,4,0.013,0.001,0.000001,0
91688,5,0.016,0.002,0.000002,0
91782,4,0.013,0.001,0.000001,0
91832,4,0.013,0.001,0.000001,0
91882,4,0.013,0.001,0.000001,0
91932,2,0.006,0.001,0.000001,0
91982,4,0.013,0.001,0.000001,0
92032,4,0.013,0.001,0.000001,0
92082,4,0.013,0.001,0.000001,0
92132,2,0.006,0.001,0.000001,0
92182,4,0.013,0.001,0.000001,0
92232,5,0.016,0.002,0.000002,0
92290,4,0.013,0.001,0.000001,0
92340,2,0.006,0.001,0.000001,0
92390,5,0.016,0.002,0.000002,0
92440,2,0.006,0.001,0.000001,0
92490,2,0.006,0.001,0.000001,0
92540,4,0.013,0.001,0.000001,0
92590,3,0.01,0.001,0.000001,0
92640,2,0.006,0.001,0.000001,0
92690,5,0.016,0.002,0.000002,0
92740,3,0.01,0.001,0.000001,0
92790,4,0.013,0.001,0.000001,0
92840,4,0.013,0.001,0.000001,0
92890,5,0.016,0.002,0.000002,0
92948,4,0.013,0.001,0.000001,0
92998,4,0.013,0.001,0.000001,0
93048,5,0.016,0.002,0.000002,0
93098,4,0.013,0.001,0.000001,0
93148,4,0.013,0.001,0.000001,0
93198,4,0.013,0.001,0.000001,0
93255,5,0.016,0.002,0.000002,0
93305,3,0.01,0.001,0.000001,0
93355,3,0.01,0.001,0.000001,0
93405,4,0.013,0.001,0.000001,0
93455,4,0.013,0.001,0.000001,0
93505,1,0.003,0,0,0
93555,3,0.01,0.001,0.000001,0
93613,3,0.01,0.001,0.000001,0
93663,4,0.013,0.001,0.000001,0
93713,5,0.016,0.002,0.000002,0
93763,3,0.01,0.001,0.000001,0
93813,4,0.013,0.001,0.000001,0
93863,5,0.016,0.002,0.000002,0
93913,3,0.01,0.001,0.000001,0
93963,3,0.01,0.001,0.000001,0
94013,3,0.01,0.001,0.000001,0
94063,5,0.016,0.002,0.000002,0
94113,4,0.013,0.001,0.000001,0
94163,4,0.013,0.001,0.000001,0
94213,5,0.016,0.002,0.000002,0
94271,4,0.013,0.001,0.000001,0
94321,2,0.006,0.001,0.000001,0
94371,4,0.013,0.001,0.000001,0
94421,5,0.016,0.002,0.000002,0
94471,5,0.016,0.002,0.000002,0
94521,4,0.013,0.001,0.000001,0
94571,4,0.013,0.001,0.000001,0
94621,2,0.006,0.001,0.000001,0
94671,3,0.01,0.001,0.000001,0
94721,5,0.016,0.002,0.000002,0
94771,4,0.013,0.001,0.000001,0
94821,3,0.01,0.001,0.000001,0
94871,5,0.016,0.002,0.000002,0
94929,3,0.01,0.001,0.000001,0
94979,2,0.006,0.001,0.000001,0
95029,4,0.013,0.001,0.000001,0
95079,4,0.013,0.001,0.000001,0
95129,4,0.013,0.001,0.000001,0
95179,4,0.013,0.001,0.000001,0
95229,5,0.016,0.002,0.000002,0
95279,4,0.013,0.001,0.000001,0
95329,6,0.019,0.002,0.000002,0
95379,3,0.01,0.001,0.000001,0
95429,2,0.006,0.001,0.000001,0
95479,4,0.013,0.001,0.000001,0
95529,4,0.013,0.001,0.000001,0
95587,4,0.013,0.001,0.000001,0
95637,3,0.01,0.001,0.000001,0
95687,4,0.013,0.001,0.000001,0
95737,4,0.013,0.001,0.000001,0
95787,4,0.013,0.001,0.000001,0
95837,3,0.01,0.001,0.000001,0
95887,4,0.013,0.001,0.000001,0
95937,4,0.013,0.001,0.000001,0
95987,3,0.01,0.001,0.000001,0
96037,4,0.013,0.001,0.000001,0
96087,3,0.01,0.001,0.000001,0
96137,4,0.013,0.001,0.000001,0
96187,5,0.016,0.002,0.000002,0
96245,4,0.013,0.001,0.000001,0
96295,3,0.01,0.001,0.000001,0
96345,5,0.016,0.002,0.000002,0
96440,4,0.013,0.001,0.000001,0
96490,4,0.013,0.001,0.000001,0
96540,4,0.013,0.001,0.000001,0
96590,3,0.01,0.001,0.000001,0
96640,3,0.01,0.001,0.000001,0
96690,3,0.01,0.001,0.000001,0
96740,3,0.01,0.001,0.000001,0
96790,3,0.01,0.001,0.000001,0
96840,2,0.006,0.001,0.000001,0
96890,4,0.013,0.001,0.000001,0
96948,4,0.013,0.001,0.000001,0
96998,4,0.013,0.001,0.000001,0
97048,4,0.013,0.001,0.000001,0
97098,4,0.013,0.001,0.000001,0
97148,4,0.013,0.001,0.000001,0
97198,3,0.01,0.001,0.000001,0
97248,5,0.016,0.002,0.000002,0
97298,4,0.013,0.001,0.000001,0
97348,4,0.013,0.001,0.000001,0
97398,3,0.01,0.001,0.000001,0
97448,2,0.006,0.001,0.000001,0
97498,4,0.013,0.001,0.000001,0
97548,4,0.013,0.001,0.000001,0
97598,4,0.013,0.001,0.000001,0
97656,5,0.016,0.002,0.000002,0
97706,1,0.003,0,0,0
97756,1,0.003,0,0,0
97806,4,0.013,0.001,0.000001,0
97856,2,0.006,0.001,0.000001,0
97906,3,0.01,0.001,0.000001,0
97956,2,0.006,0.001,0.000001,0
98006,4,0.013,0.001,0.000001,0
98056,4,0.013,0.001,0.000001,0
98106,4,0.013,0.001,0.000001,0
98156,2,0.006,0.001,0.000001,0
98206,3,0.01,0.001,0.000001,0
98256,4,0.013,0.001,0.000001,0
98314,4,0.013,0.001,0.000001,0
98364,5,0.016,0.002,0.000002,0
98414,3,0.01,0.001,0.000001,0
98464,2,0.006,0.001,0.000001,0
98514,3,0.01,0.001,0.000001,0
98564,4,0.013,0.001,0.000001,0
98614,4,0.013,0.001,0.000001,0
98664,4,0.013,0.001,0.000001,0
98714,3,0.01,0.001,0.000001,0
98764,3,0.01,0.001,0.000001,0
98814,4,0.013,0.001,0.000001,0
98864,2,0.006,0.001,0.000001,0
98914,3,0.01,0.001,0.000001,0
98971,5,0.016,0.002,0.000002,0
99021,4,0.013,0.001,0.000001,0
99071,3,0.01,0.001,0.000001,0
99121,4,0.013,0.001,0.000001,0
99171,5,0.016,0.002,0.000002,0
99221,4,0.013,0.001,0.000001,0
99271,4,0.013,0.001,0.000001,0
99321,5,0.016,0.002,0.000002,0
99371,4,0.013,0.001,0.000001,0
99428,5,0.016,0.002,0.000002,0
99478,5,0.016,0.002,0.000002,0
99528,3,0.01,0.001,0.000001,0
99578,3,0.01,0.001,0.000001,0
99635,4,0.013,0.001,0.000001,0
99685,4,0.013,0.001,0.000001,0
99735,3,0.01,0.001,0.000001,0
99785,4,0.013,0.001,0.000001,0
99835,4,0.013,0.001,0.000001,0
99885,3,0.01,0.001,0.000001,0
99935,4,0.013,0.001,0.000001,0
99985,4,0.013,0.001,0.000001,0
100035,3,0.01,0.001,0.000001,0
100085,3,0.01,0.001,0.000001,0
100135,5,0.016,0.002,0.000002,0
100185,4,0.013,0.001,0.000001,0
100235,2,0.006,0.001,0.000001,0
100293,4,0.013,0.001,0.000001,0
100343,3,0.01,0.001,0.000001,0
100393,3,0.01,0.001,0.000001,0
100443,4,0.013,0.001,0.000001,0
100493,4,0.013,0.001,0.000001,0
100543,4,0.013,0.001,0.000001,0
100593,3,0.01,0.001,0.000001,0
100643,4,0.013,0.001,0.000001,0
100693,4,0.013,0.001,0.000001,0
100743,4,0.013,0.001,0.000001,0
100793,4,0.013,0.001,0.000001,0
100843,4,0.013,0.001,0.000001,0
100893,3,0.01,0.001,0.000001,0
100952,4,0.013,0.001,0.000001,0
101002,4,0.013,0.001,0.000001,0
101097,4,0.013,0.001,0.000001,0
101147,4,0.013,0.001,0.000001,0
101197,5,0.016,0.002,0.000002,0
101247,5,0.016,0.002,0.000002,0
101297,4,0.013,0.001,0.000001,0
101347,4,0.013,0.001,0.000001,0
101397,4,0.013,0.001,0.000001,0
101447,3,0.01,0.001,0.000001,0
101497,3,0.01,0.001,0.000001,0
101547,3,0.01,0.001,0.000001,0
101597,4,0.013,0.001,0.000001,0
101655,3,0.01,0.001,0.000001,0
101705,4,0.013,0.001,0.000001,0
101755,3,0.01,0.001,0.000001,0
101805,4,0.013,0.001,0.000001,0
101855,4,0.013,0.001,0.000001,0
101905,4,0.013,0.001,0.000001,0
101955,5,0.016,0.002,0.000002,0
102005,4,0.013,0.001,0.000001,0
102055,2,0.006,0.001,0.000001,0
102105,5,0.016,0.002,0.000002,0
102155,4,0.013,0.001,0.000001,0
102205,3,0.01,0.001,0.000001,0
102264,2,0.006,0.001,0.000001,0
102314,3,0.01,0.001,0.000001,0
102364,4,0.013,0.001,0.000001,0
102414,3,0.01,0.001,0.000001,0
102464,4,0.013,0.001,0.000001,0
102514,4,0.013,0.001,0.000001,0
102564,4,0.013,0.001,0.000001,0
102614,4,0.013,0.001,0.000001,0
102664,4,0.013,0.001,0.000001,0
102714,3,0.01,0.001,0.000001,0
102764,5,0.016,0.002,0.000002,0
102814,3,0.01,0.001,0.000001,0
102864,4,0.013,0.001,0.000001,0
102923,4,0.013,0.001,0.000001,0
102973,4,0.013,0.001,0.000001,0
103023,4,0.013,0.001,0.000001,0
103073,4,0.013,0.001,0.000001,0
103123,4,0.013,0.001,0.000001,0
103173,4,0.013,0.001,0.000001,0
103223,4,0.013,0.001,0.000001,0
103273,4,0.013,0.001,0.000001,0
103323,4,0.013,0.001,0.000001,0
103373,3,0.01,0.001,0.000001,0
103423,4,0.013,0.001,0.000001,0
103473,4,0.013,0.001,0.000001,0
103523,4,0.013,0.001,0.000001,0
103582,3,0.01,0.001,0.000001,0
103632,4,0.013,0.001,0.000001,0
103682,4,0.013,0.001,0.000001,0
103732,4,0.013,0.001,0.000001,0
103782,3,0.01,0.001,0.000001,0
103832,4,0.013,0.001,0.000001,0
103882,4,0.013,0.001,0.000001,0
103932,4,0.013,0.001,0.000001,0
103982,5,0.016,0.002,0.000002,0
104032,4,0.013,0.001,0.000001,0
104082,4,0.013,0.001,0.000001,0
104132,4,0.013,0.001,0.000001,0
104182,1,0.003,0,0,0
104240,4,0.013,0.001,0.000001,0
104290,4,0.013,0.001,0.000001,0
104340,4,0.013,0.001,0.000001,0
104390,3,0.01,0.001,0.000001,0
104440,4,0.013,0.001,0.000001,0
104490,4,0.013,0.001,0.000001,0
104540,3,0.01,0.001,0.000001,0
104590,4,0.013,0.001,0.000001,0
104640,4,0.013,0.001,0.000001,0
104690,4,0.013,0.001,0.000001,0
104740,4,0.013,0.001,0.000001,0
104790,5,0.016,0.002,0.000002,0
104840,3,0.01,0.001,0.000001,0
104898,2,0.006,0.001,0.000001,0
104948,4,0.013,0.001,0.000001,0
104998,4,0.013,0.001,0.000001,0
105048,3,0.01,0.001,0.000001,0
105098,4,0.013,0.001,0.000001,0
105148,4,0.013,0.001,0.000001,0
105198,4,0.013,0.001,0.000001,0
105248,2,0.006,0.001,0.000001,0
105298,3,0.01,0.001,0.000001,0
105348,5,0.016,0.002,0.000002,0
105398,4,0.013,0.001,0.000001,0
105448,4,0.013,0.001,0.000001,0
105506,2,0.006,0.001,0.000001,0
105556,4,0.013,0.001,0.000001,0
105614,4,0.013,0.001,0.000001,0
105664,4,0.013,0.001,0.000001,0
105758,4,0.013,0.001,0.000001,0
105808,5,0.016,0.002,0.000002,0
105858,5,0.016,0.002,0.000002,0
105908,4,0.013,0.001,0.000001,0
105958,4,0.013,0.001,0.000001,0
106008,4,0.013,0.001,0.000001,0
106058,4,0.013,0.001,0.000001,0
106108,4,0.013,0.001,0.000001,0
106158,4,0.013,0.001,0.000001,0
106216,4,0.013,0.001,0.000001,0
106266,3,0.01,0.001,0.000001,0
106316,5,0.016,0.002,0.000002,0
106366,4,0.013,0.001,0.000001,0
106416,4,0.013,0.001,0.000001,0
106466,4,0.013,0.001,0.000001,0
106516,3,0.01,0.001,0.000001,0
106566,3,0.01,0.001,0.000001,0
106616,3,0.01,0.001,0.000001,0
106666,3,0.01,0.001,0.000001,0
106716,4,0.013,0.001,0.000001,0
106766,4,0.013,0.001,0.000001,0
106816,3,0.01,0.001,0.000001,0
106874,3,0.01,0.001,0.000001,0
106924,4,0.013,0.001,0.000001,0
106974,4,0.013,0.001,0.000001,0
107024,5,0.016,0.002,0.000002,0
107074,4,0.013,0.001,0.000001,0
107124,4,0.013,0.001,0.000001,0
107174,2,0.006,0.001,0.000001,0
107224,4,0.013,0.001,0.000001,0
107274,3,0.01,0.001,0.000001,0
107324,4,0.013,0.001,0.000001,0
107374,4,0.013,0.001,0.000001,0
107424,5,0.016,0.002,0.000002,0
107474,4,0.013,0.001,0.000001,0
107533,3,0.01,0.001,0.000001,0
107583,3,0.01,0.001,0.000001,0
107633,4,0.013,0.001,0.000001,0
107683,5,0.016,0.002,0.000002,0
107733,4,0.013,0.001,0.000001,0
107783,4,0.013,0.001,0.000001,0
107833,3,0.01,0.001,0.000001,0
107883,4,0.013,0.001,0.000001,0
107933,4,0.013,0.001,0.000001,0
107983,3,0.01,0.001,0.000001,0
108033,4,0.013,0.001,0.000001,0
108083,4,0.013,0.001,0.000001,0
108133,3,0.01,0.001,0.000001,0
108191,5,0.016,0.002,0.000002,0
108241,5,0.016,0.002,0.000002,0
108291,2,0.006,0.001,0.000001,0
108341,2,0.006,0.001,0.000001,0
108391,4,0.013,0.001,0.000001,0
108441,3,0.01,0.001,0.000001,0
108491,4,0.013,0.001,0.000001,0
108541,3,0.01,0.001,0.000001,0
108591,3,0.01,0.001,0.000001,0
108641,4,0.013,0.001,0.000001,0
108691,3,0.01,0.001,0.000001,0
108741,5,0.016,0.002,0.000002,0
108799,4,0.013,0.001,0.000001,0
108849,4,0.013,0.001,0.000001,0
108899,3,0.01,0.001,0.000001,0
108949,2,0.006,0.001,0.000001,0
108999,3,0.01,0.001,0.000001,0
109049,3,0.01,0.001,0.000001,0
109099,3,0.01,0.001,0.000001,0
109149,4,0.013,0.001,0.000001,0
109199,4,0.013,0.001,0.000001,0
109249,4,0.013,0.001,0.000001,0
109299,2,0.006,0.001,0.000001,0
109349,4,0.013,0.001,0.000001,0
109399,3,0.01,0.001,0.000001,0
109457,5,0.016,0.002,0.000002,0
109507,4,0.013,0.001,0.000001,0
109557,3,0.01,0.001,0.000001,0
109607,4,0.013,0.001,0.000001,0
109657,4,0.013,0.001,0.000001,0
109707,3,0.01,0.001,0.000001,0
109757,5,0.016,0.002,0.000002,0
109807,4,0.013,0.001,0.000001,0
109857,3,0.01,0.001,0.000001,0
109907,5,0.016,0.002,0.000002,0
109957,4,0.013,0.001,0.000001,0
110007,3,0.01,0.001,0.000001,0
110057,3,0.01,0.001,0.000001,0
110115,3,0.01,0.001,0.000001,0
110165,3,0.01,0.001,0.000001,0
110215,4,0.013,0.001,0.000001,0
110265,5,0.016,0.002,0.000002,0
110315,4,0.013,0.001,0.000001,0
110410,4,0.013,0.001,0.000001,0
110460,4,0.013,0.001,0.000001,0
110510,4,0.013,0.001,0.000001,0
110560,5,0.016,0.002,0.000002,0
110610,4,0.013,0.001,0.000001,0
110660,4,0.013,0.001,0.000001,0
110710,4,0.013,0.001,0.000001,0
110760,4,0.013,0.001,0.000001,0
110819,4,0.013,0.001,0.000001,0
110869,4,0.013,0.001,0.000001,0
110919,4,0.013,0.001,0.000001,0
110969,3,0.01,0.001,0.000001,0
111019,4,0.013,0.001,0.000001,0
111069,4,0.013,0.001,0.000001,0
111119,2,0.006,0.001,0.000001,0
111169,4,0.013,0.001,0.000001,0
111219,3,0.01,0.001,0.000001,0
111269,1,0.003,0,0,0
111319,4,0.013,0.001,0.000001,0
111369,3,0.01,0.001,0.000001,0
111419,4,0.013,0.001,0.000001,0
111477,3,0.01,0.001,0.000001,0
111527,5,0.016,0.002,0.000002,0
111577,4,0.013,0.001,0.000001,0
111627,5,0.016,0.002,0.000002,0
111677,4,0.013,0.001,0.000001,0
111727,4,0.013,0.001,0.000001,0
111784,4,0.013,0.001,0.000001,0
111834,5,0.016,0.002,0.000002,0
111884,2,0.006,0.001,0.000001,0
111934,2,0.006,0.001,0.000001,0
111984,2,0.006,0.001,0.000001,0
112034,5,0.016,0.002,0.000002,0
112092,3,0.01,0.001,0.000001,0
112142,4,0.013,0.001,0.000001,0
112192,4,0.013,0.001,0.000001,0
112242,4,0.013,0.001,0.000001,0
112292,4,0.013,0.001,0.000001,0
112342,5,0.016,0.002,0.000002,0
112392,5,0.016,0.002,0.000002,0
112442,3,0.01,0.001,0.000001,0
112492,4,0.013,0.001,0.000001,0
112542,5,0.016,0.002,0.000002,0
112592,4,0.013,0.001,0.000001,0
112642,3,0.01,0.001,0.000001,0
112692,4,0.013,0.001,0.000001,0
112750,4,0.013,0.001,0.000001,0
112800,4,0.013,0.001,0.000001,0
112850,4,0.013,0.001,0.000001,0
112900,5,0.016,0.002,0.000002,0
112950,0,0,0,0,0
113000,3,0.01,0.001,0.000001,0
113050,4,0.013,0.001,0.000001,0
113100,6,0.019,0.002,0.000002,0
113150,4,0.013,0.001,0.000001,0
113200,4,0.013,0.001,0.000001,0
113250,2,0.006,0.001,0.000001,0
113300,5,0.016,0.002,0.000002,0
113350,4,0.013,0.001,0.000001,0
113408,2,0.006,0.001,0.000001,0
113458,4,0.013,0.001,0.000001,0
113508,3,0.01,0.001,0.000001,0
113558,4,0.013,0.001,0.000001,0
113608,6,0.019,0.002,0.000002,0
113658,4,0.013,0.001,0.000001,0
113708,4,0.013,0.001,0.000001,0
113758,3,0.01,0.001,0.000001,0
113808,4,0.013,0.001,0.000001,0
113858,3,0.01,0.001,0.000001,0
113908,4,0.013,0.001,0.000001,0
113958,4,0.013,0.001,0.000001,0
114008,3,0.01,0.001,0.000001,0
114066,5,0.016,0.002,0.000002,0
114116,4,0.013,0.001,0.000001,0
114166,3,0.01,0.001,0.000001,0
114216,4,0.013,0.001,0.000001,0
114266,4,0.013,0.001,0.000001,0
114316,3,0.01,0.001,0.000001,0
114366,4,0.013,0.001,0.000001,0
114416,3,0.01,0.001,0.000001,0
114466,3,0.01,0.001,0.000001,0
114516,4,0.013,0.001,0.000001,0
114566,3,0.01,0.001,0.000001,0
114616,3,0.01,0.001,0.000001,0
114666,3,0.01,0.001,0.000001,0
114724,4,0.013,0.001,0.000001,0
114781,5,0.016,0.002,0.000002,0
114831,3,0.01,0.001,0.000001,0
114881,3,0.01,0.001,0.000001,0
114931,4,0.013,0.001,0.000001,0
114981,3,0.01,0.001,0.000001,0
115076,4,0.013,0.001,0.000001,0
115126,3,0.01,0.001,0.000001,0
115176,4,0.013,0.001,0.000001,0
115226,4,0.013,0.001,0.000001,0
115276,4,0.013,0.001,0.000001,0
115326,3,0.01,0.001,0.000001,0
115384,2,0.006,0.001,0.000001,0
115434,4,0.013,0.001,0.000001,0
115484,4,0.013,0.001,0.000001,0
115534,3,0.01,0.001,0.000001,0
115584,5,0.016,0.002,0.000002,0
115634,3,0.01,0.001,0.000001,0
115684,3,0.01,0.001,0.000001,0
115734,6,0.019,0.002,0.000002,0
115784,5,0.016,0.002,0.000002,0
115834,3,0.01,0.001,0.000001,0
115884,2,0.006,0.001,0.000001,0
115934,4,0.013,0.001,0.000001,0
115984,4,0.013,0.001,0.000001,0
116042,4,0.013,0.001,0.000001,0
116092,4,0.013,0.001,0.000001,0
116142,3,0.01,0.001,0.000001,0
116192,4,0.013,0.001,0.000001,0
116242,5,0.016,0.002,0.000002,0
116292,5,0.016,0.002,0.000002,0
116342,4,0.013,0.001,0.000001,0
116392,4,0.013,0.001,0.000001,0
116442,4,0.013,0.001,0.000001,0
116492,3,0.01,0.001,0.000001,0
116542,4,0.013,0.001,0.000001,0
116592,3,0.01,0.001,0.000001,0
116642,3,0.01,0.001,0.000001,0
116700,2,0.006,0.001,0.000001,0
116750,4,0.013,0.001,0.000001,0
116800,3,0.01,0.001,0.000001,0
116850,4,0.013,0.001,0.000001,0
116900,4,0.013,0.001,0.000001,0
116950,4,0.013,0.001,0.000001,0
117000,3,0.01,0.001,0.000001,0
117050,4,0.013,0.001,0.000001,0
117100,4,0.013,0.001,0.000001,0
117150,4,0.013,0.001,0.000001,0
117200,4,0.013,0.001,0.000001,0
117250,4,0.013,0.001,0.000001,0
117300,5,0.016,0.002,0.000002,0
117358,2,0.006,0.001,0.000001,0
117408,4,0.013,0.001,0.000001,0
117458,2,0.006,0.001,0.000001,0
117508,3,0.01,0.001,0.000001,0
117558,3,0.01,0.001,0.000001,0
117608,3,0.01,0.001,0.000001,0
117658,3,0.01,0.001,0.000001,0
117708,4,0.013,0.001,0.000001,0
117758,3,0.01,0.001,0.000001,0
117808,4,0.013,0.001,0.000001,0
117858,4,0.013,0.001,0.000001,0
117908,4,0.013,0.001,0.000001,0
117965,2,0.006,0.001,0.000001,0
118023,4,0.013,0.001,0.000001,0
118073,3,0.01,0.001,0.000001,0
118123,4,0.013,0.001,0.000001,0
118173,4,0.013,0.001,0.000001,0
118223,3,0.01,0.001,0.000001,0
118273,5,0.016,0.002,0.000002,0
118323,4,0.013,0.001,0.000001,0
118373,4,0.013,0.001,0.000001,0
118423,4,0.013,0.001,0.000001,0
118473,5,0.016,0.002,0.000002,0
118523,4,0.013,0.001,0.000001,0
118573,5,0.016,0.002,0.000002,0
118631,2,0.006,0.001,0.000001,0
118681,4,0.013,0.001,0.000001,0
118731,4,0.013,0.001,0.000001,0
118781,4,0.013,0.001,0.000001,0
118831,3,0.01,0.001,0.000001,0
118881,3,0.01,0.001,0.000001,0
118931,5,0.016,0.002,0.000002,0
118981,4,0.013,0.001,0.000001,0
119031,5,0.016,0.002,0.000002,0
119081,4,0.013,0.001,0.000001,0
119131,4,0.013,0.001,0.000001,0
119181,6,0.019,0.002,0.000002,0
119231,3,0.01,0.001,0.000001,0
119289,1,0.003,0,0,0
119339,2,0.006,0.001,0.000001,0
119389,5,0.016,0.002,0.000002,0
119439,3,0.01,0.001,0.000001,0
119489,4,0.013,0.001,0.000001,0
119539,4,0.013,0.001,0.000001,0
119589,3,0.01,0.001,0.000001,0
119639,4,0.013,0.001,0.000001,0
119733,3,0.01,0.001,0.000001,0
119816,5,0.016,0.002,0.000002,0
119899,4,0.013,0.001,0.000001,0
119968,4,0.013,0.001,0.000001,0
120018,3,0.01,0.001,0.000001,0
120075,4,0.013,0.001,0.000001,0
120125,4,0.013,0.001,0.000001,0
120175,4,0.013,0.001,0.000001,0
120225,3,0.01,0.001,0.000001,0
120275,3,0.01,0.001,0.000001,0
120325,3,0.01,0.001,0.000001,0
120375,5,0.016,0.002,0.000002,0
120425,6,0.019,0.002,0.000002,0
120475,4,0.013,0.001,0.000001,0
120525,4,0.013,0.001,0.000001,0
120575,4,0.013,0.001,0.000001,0
120625,4,0.013,0.001,0.000001,0
120675,4,0.013,0.001,0.000001,0
120750,5,0.016,0.002,0.000002,0
120800,4,0.013,0.001,0.000001,0
120850,4,0.013,0.001,0.000001,0
120900,4,0.013,0.001,0.000001,0
120950,4,0.013,0.001,0.000001,0
121000,3,0.01,0.001,0.000001,0
121050,3,0.01,0.001,0.000001,0
121100,4,0.013,0.001,0.000001,0
121150,2,0.006,0.001,0.000001,0
121200,3,0.01,0.001,0.000001,0
121250,3,0.01,0.001,0.000001,0
121300,5,0.016,0.002,0.000002,0
121350,5,0.016,0.002,0.000002,0
121408,4,0.013,0.001,0.000001,0
121458,4,0.013,0.001,0.000001,0
121508,3,0.01,0.001,0.000001,0
