Time_ms,ADC_Raw,V_measured,V_source,Current_A,Power_W
152099,4,0.013,0.001,0.000001,0
152149,4,0.013,0.001,0.000001,0
152199,4,0.013,0.001,0.000001,0
152249,4,0.013,0.001,0.000001,0
152299,2,0.006,0.001,0.000001,0
152349,4,0.013,0.001,0.000001,0
152408,3,0.01,0.001,0.000001,0
152458,6,0.019,0.002,0.000002,0
152508,3,0.01,0.001,0.000001,0
152558,5,0.016,0.002,0.000002,0
152608,4,0.013,0.001,0.000001,0
152658,4,0.013,0.001,0.000001,0
152708,4,0.013,0.001,0.000001,0
152758,4,0.013,0.001,0.000001,0
152808,3,0.01,0.001,0.000001,0
152858,3,0.01,0.001,0.000001,0
152908,5,0.016,0.002,0.000002,0
152958,3,0.01,0.001,0.000001,0
153008,2,0.006,0.001,0.000001,0
153066,5,0.016,0.002,0.000002,0
153116,4,0.013,0.001,0.000001,0
153166,3,0.01,0.001,0.000001,0
153216,2,0.006,0.001,0.000001,0
153266,4,0.013,0.001,0.000001,0
153316,4,0.013,0.001,0.000001,0
153366,3,0.01,0.001,0.000001,0
153416,3,0.01,0.001,0.000001,0
153466,4,0.013,0.001,0.000001,0
153516,5,0.016,0.002,0.000002,0
153566,2,0.006,0.001,0.000001,0
153616,4,0.013,0.001,0.000001,0
153674,5,0.016,0.002,0.000002,0
153724,4,0.013,0.001,0.000001,0
153774,5,0.016,0.002,0.000002,0
153824,4,0.013,0.001,0.000001,0
153874,4,0.013,0.001,0.000001,0
153924,2,0.006,0.001,0.000001,0
153974,5,0.016,0.002,0.000002,0
154024,4,0.013,0.001,0.000001,0
154074,4,0.013,0.001,0.000001,0
154124,2,0.006,0.001,0.000001,0
154174,4,0.013,0.001,0.000001,0
154224,4,0.013,0.001,0.000001,0
154274,4,0.013,0.001,0.000001,0
154332,3,0.01,0.001,0.000001,0
154382,3,0.01,0.001,0.000001,0
154432,2,0.006,0.001,0.000001,0
154482,5,0.016,0.002,0.000002,0
154532,3,0.01,0.001,0.000001,0
154582,6,0.019,0.002,0.000002,0
154632,4,0.013,0.001,0.000001,0
154682,4,0.013,0.001,0.000001,0
154777,2,0.006,0.001,0.000001,0
154827,2,0.006,0.001,0.000001,0
154877,4,0.013,0.001,0.000001,0
154927,4,0.013,0.001,0.000001,0
154977,4,0.013,0.001,0.000001,0
155035,4,0.013,0.001,0.000001,0
155085,5,0.016,0.002,0.000002,0
155135,4,0.013,0.001,0.000001,0
155185,4,0.013,0.001,0.000001,0
155235,4,0.013,0.001,0.000001,0
155285,4,0.013,0.001,0.000001,0
155335,3,0.01,0.001,0.000001,0
155385,4,0.013,0.001,0.000001,0
155435,5,0.016,0.002,0.000002,0
155485,4,0.013,0.001,0.000001,0
155535,4,0.013,0.001,0.000001,0
155585,4,0.013,0.001,0.000001,0
155635,3,0.01,0.001,0.000001,0
155693,1,0.003,0,0,0
155743,4,0.013,0.001,0.000001,0
155793,4,0.013,0.001,0.000001,0
155843,3,0.01,0.001,0.000001,0
155893,3,0.01,0.001,0.000001,0
155943,4,0.013,0.001,0.000001,0
155993,3,0.01,0.001,0.000001,0
156043,4,0.013,0.001,0.000001,0
156093,5,0.016,0.002,0.000002,0
156143,4,0.013,0.001,0.000001,0
156193,1,0.003,0,0,0
156243,4,0.013,0.001,0.000001,0
156293,3,0.01,0.001,0.000001,0
156351,5,0.016,0.002,0.000002,0
156401,4,0.013,0.001,0.000001,0
156451,4,0.013,0.001,0.000001,0
156501,2,0.006,0.001,0.000001,0
156551,5,0.016,0.002,0.000002,0
156601,3,0.01,0.001,0.000001,0
156651,3,0.01,0.001,0.000001,0
156701,4,0.013,0.001,0.000001,0
156751,3,0.01,0.001,0.000001,0
156801,4,0.013,0.001,0.000001,0
156851,3,0.01,0.001,0.000001,0
156908,3,0.01,0.001,0.000001,0
156966,4,0.013,0.001,0.000001,0
157016,4,0.013,0.001,0.000001,0
157066,5,0.016,0.002,0.000002,0
157116,4,0.013,0.001,0.000001,0
157166,2,0.006,0.001,0.000001,0
157216,3,0.01,0.001,0.000001,0
157266,4,0.013,0.001,0.000001,0
157316,4,0.013,0.001,0.000001,0
157366,4,0.013,0.001,0.000001,0
157416,3,0.01,0.001,0.000001,0
157466,2,0.006,0.001,0.000001,0
157516,4,0.013,0.001,0.000001,0
157566,4,0.013,0.001,0.000001,0
157624,5,0.016,0.002,0.000002,0
157674,4,0.013,0.001,0.000001,0
157724,4,0.013,0.001,0.000001,0
157774,4,0.013,0.001,0.000001,0
157824,4,0.013,0.001,0.000001,0
157874,4,0.013,0.001,0.000001,0
157924,6,0.019,0.002,0.000002,0
157974,4,0.013,0.001,0.000001,0
158024,3,0.01,0.001,0.000001,0
158074,3,0.01,0.001,0.000001,0
158124,4,0.013,0.001,0.000001,0
158174,3,0.01,0.001,0.000001,0
158224,4,0.013,0.001,0.000001,0
158282,3,0.01,0.001,0.000001,0
158332,4,0.013,0.001,0.000001,0
158382,4,0.013,0.001,0.000001,0
158432,4,0.013,0.001,0.000001,0
158482,4,0.013,0.001,0.000001,0
158532,4,0.013,0.001,0.000001,0
158582,3,0.01,0.001,0.000001,0
158632,4,0.013,0.001,0.000001,0
158682,4,0.013,0.001,0.000001,0
158732,4,0.013,0.001,0.000001,0
158782,3,0.01,0.001,0.000001,0
158832,3,0.01,0.001,0.000001,0
158882,4,0.013,0.001,0.000001,0
158940,3,0.01,0.001,0.000001,0
158990,3,0.01,0.001,0.000001,0
159040,3,0.01,0.001,0.000001,0
159090,2,0.006,0.001,0.000001,0
159140,3,0.01,0.001,0.000001,0
159190,4,0.013,0.001,0.000001,0
159240,4,0.013,0.001,0.000001,0
159290,6,0.019,0.002,0.000002,0
159340,4,0.013,0.001,0.000001,0
159435,4,0.013,0.001,0.000001,0
159485,3,0.01,0.001,0.000001,0
159535,4,0.013,0.001,0.000001,0
159585,4,0.013,0.001,0.000001,0
159643,3,0.01,0.001,0.000001,0
159693,4,0.013,0.001,0.000001,0
159743,3,0.01,0.001,0.000001,0
159793,4,0.013,0.001,0.000001,0
159843,3,0.01,0.001,0.000001,0
159893,5,0.016,0.002,0.000002,0
159943,3,0.01,0.001,0.000001,0
159993,4,0.013,0.001,0.000001,0
160043,5,0.016,0.002,0.000002,0
160093,4,0.013,0.001,0.000001,0
160143,3,0.01,0.001,0.000001,0
160193,5,0.016,0.002,0.000002,0
160251,2,0.006,0.001,0.000001,0
160301,1,0.003,0,0,0
160351,5,0.016,0.002,0.000002,0
160401,4,0.013,0.001,0.000001,0
160451,2,0.006,0.001,0.000001,0
160501,4,0.013,0.001,0.000001,0
160551,4,0.013,0.001,0.000001,0
160601,3,0.01,0.001,0.000001,0
160651,4,0.013,0.001,0.000001,0
160701,4,0.013,0.001,0.000001,0
160751,4,0.013,0.001,0.000001,0
160801,3,0.01,0.001,0.000001,0
160851,3,0.01,0.001,0.000001,0
160909,3,0.01,0.001,0.000001,0
160959,2,0.006,0.001,0.000001,0
161009,3,0.01,0.001,0.000001,0
161059,4,0.013,0.001,0.000001,0
161109,4,0.013,0.001,0.000001,0
161159,4,0.013,0.001,0.000001,0
161209,3,0.01,0.001,0.000001,0
161259,4,0.013,0.001,0.000001,0
161309,4,0.013,0.001,0.000001,0
161359,4,0.013,0.001,0.000001,0
161409,3,0.01,0.001,0.000001,0
161459,4,0.013,0.001,0.000001,0
161509,4,0.013,0.001,0.000001,0
161567,3,0.01,0.001,0.000001,0
161617,4,0.013,0.001,0.000001,0
161667,4,0.013,0.001,0.000001,0
161717,4,0.013,0.001,0.000001,0
161767,4,0.013,0.001,0.000001,0
161817,4,0.013,0.001,0.000001,0
161867,4,0.013,0.001,0.000001,0
161917,4,0.013,0.001,0.000001,0
161967,4,0.013,0.001,0.000001,0
162017,4,0.013,0.001,0.000001,0
162067,4,0.013,0.001,0.000001,0
162117,4,0.013,0.001,0.000001,0
162167,4,0.013,0.001,0.000001,0
162225,5,0.016,0.002,0.000002,0
162275,7,0.023,0.002,0.000002,0
162325,4,0.013,0.001,0.000001,0
162375,3,0.01,0.001,0.000001,0
162465,4,0.013,0.001,0.000001,0
162547,4,0.013,0.001,0.000001,0
162636,5,0.016,0.002,0.000002,0
162686,3,0.01,0.001,0.000001,0
162736,5,0.016,0.002,0.000002,0
162786,2,0.006,0.001,0.000001,0
162836,4,0.013,0.001,0.000001,0
162886,4,0.013,0.001,0.000001,0
162936,5,0.016,0.002,0.000002,0
162994,3,0.01,0.001,0.000001,0
163044,5,0.016,0.002,0.000002,0
163094,3,0.01,0.001,0.000001,0
163144,4,0.013,0.001,0.000001,0
163201,4,0.013,0.001,0.000001,0
163251,4,0.013,0.001,0.000001,0
163301,4,0.013,0.001,0.000001,0
163351,2,0.006,0.001,0.000001,0
163401,4,0.013,0.001,0.000001,0
163451,4,0.013,0.001,0.000001,0
163501,2,0.006,0.001,0.000001,0
163551,3,0.01,0.001,0.000001,0
163609,4,0.013,0.001,0.000001,0
163659,4,0.013,0.001,0.000001,0
163709,2,0.006,0.001,0.000001,0
163759,5,0.016,0.002,0.000002,0
163809,2,0.006,0.001,0.000001,0
163859,5,0.016,0.002,0.000002,0
163909,4,0.013,0.001,0.000001,0
163959,6,0.019,0.002,0.000002,0
164009,3,0.01,0.001,0.000001,0
164059,6,0.019,0.002,0.000002,0
164109,4,0.013,0.001,0.000001,0
164204,3,0.01,0.001,0.000001,0
164254,4,0.013,0.001,0.000001,0
164312,4,0.013,0.001,0.000001,0
164362,4,0.013,0.001,0.000001,0
164412,5,0.016,0.002,0.000002,0
164462,5,0.016,0.002,0.000002,0
164512,4,0.013,0.001,0.000001,0
164562,4,0.013,0.001,0.000001,0
164612,3,0.01,0.001,0.000001,0
164662,5,0.016,0.002,0.000002,0
164712,4,0.013,0.001,0.000001,0
164762,1,0.003,0,0,0
164812,4,0.013,0.001,0.000001,0
164862,4,0.013,0.001,0.000001,0
164912,3,0.01,0.001,0.000001,0
164970,4,0.013,0.001,0.000001,0
165020,4,0.013,0.001,0.000001,0
165070,4,0.013,0.001,0.000001,0
165120,4,0.013,0.001,0.000001,0
165170,2,0.006,0.001,0.000001,0
165220,4,0.013,0.001,0.000001,0
165270,3,0.01,0.001,0.000001,0
165320,4,0.013,0.001,0.000001,0
165370,4,0.013,0.001,0.000001,0
165420,3,0.01,0.001,0.000001,0
165470,6,0.019,0.002,0.000002,0
165520,3,0.01,0.001,0.000001,0
165570,4,0.013,0.001,0.000001,0
165628,3,0.01,0.001,0.000001,0
165678,4,0.013,0.001,0.000001,0
165728,2,0.006,0.001,0.000001,0
165778,4,0.013,0.001,0.000001,0
165828,4,0.013,0.001,0.000001,0
165878,2,0.006,0.001,0.000001,0
165928,4,0.013,0.001,0.000001,0
165978,4,0.013,0.001,0.000001,0
166028,3,0.01,0.001,0.000001,0
166078,1,0.003,0,0,0
166128,4,0.013,0.001,0.000001,0
166178,4,0.013,0.001,0.000001,0
166228,3,0.01,0.001,0.000001,0
166285,3,0.01,0.001,0.000001,0
166335,4,0.013,0.001,0.000001,0
166385,4,0.013,0.001,0.000001,0
166435,3,0.01,0.001,0.000001,0
166485,4,0.013,0.001,0.000001,0
166535,3,0.01,0.001,0.000001,0
166585,4,0.013,0.001,0.000001,0
166635,4,0.013,0.001,0.000001,0
166685,4,0.013,0.001,0.000001,0
166735,4,0.013,0.001,0.000001,0
166785,4,0.013,0.001,0.000001,0
166835,5,0.016,0.002,0.000002,0
166912,5,0.016,0.002,0.000002,0
166962,2,0.006,0.001,0.000001,0
167012,4,0.013,0.001,0.000001,0
167062,4,0.013,0.001,0.000001,0
167112,4,0.013,0.001,0.000001,0
167162,3,0.01,0.001,0.000001,0
167212,4,0.013,0.001,0.000001,0
167262,4,0.013,0.001,0.000001,0
167312,4,0.013,0.001,0.000001,0
167362,4,0.013,0.001,0.000001,0
167412,1,0.003,0,0,0
167462,3,0.01,0.001,0.000001,0
167512,4,0.013,0.001,0.000001,0
167570,4,0.013,0.001,0.000001,0
167620,4,0.013,0.001,0.000001,0
167670,4,0.013,0.001,0.000001,0
167720,4,0.013,0.001,0.000001,0
167770,4,0.013,0.001,0.000001,0
167820,3,0.01,0.001,0.000001,0
167870,4,0.013,0.001,0.000001,0
167920,3,0.01,0.001,0.000001,0
167970,4,0.013,0.001,0.000001,0
168020,3,0.01,0.001,0.000001,0
168070,3,0.01,0.001,0.000001,0
168120,4,0.013,0.001,0.000001,0
168170,3,0.01,0.001,0.000001,0
168229,4,0.013,0.001,0.000001,0
168279,4,0.013,0.001,0.000001,0
168329,4,0.013,0.001,0.000001,0
168379,4,0.013,0.001,0.000001,0
168429,4,0.013,0.001,0.000001,0
168479,4,0.013,0.001,0.000001,0
168529,4,0.013,0.001,0.000001,0
168579,4,0.013,0.001,0.000001,0
168629,4,0.013,0.001,0.000001,0
168679,4,0.013,0.001,0.000001,0
168729,4,0.013,0.001,0.000001,0
168779,4,0.013,0.001,0.000001,0
168874,5,0.016,0.002,0.000002,0
168933,4,0.013,0.001,0.000001,0
168983,4,0.013,0.001,0.000001,0
169033,4,0.013,0.001,0.000001,0
169083,4,0.013,0.001,0.000001,0
169133,5,0.016,0.002,0.000002,0
169183,4,0.013,0.001,0.000001,0
169233,3,0.01,0.001,0.000001,0
169283,4,0.013,0.001,0.000001,0
169333,3,0.01,0.001,0.000001,0
169390,2,0.006,0.001,0.000001,0
169440,2,0.006,0.001,0.000001,0
169490,4,0.013,0.001,0.000001,0
169540,3,0.01,0.001,0.000001,0
169599,4,0.013,0.001,0.000001,0
169649,3,0.01,0.001,0.000001,0
169699,3,0.01,0.001,0.000001,0
169749,2,0.006,0.001,0.000001,0
169799,4,0.013,0.001,0.000001,0
169849,4,0.013,0.001,0.000001,0
169899,4,0.013,0.001,0.000001,0
169949,5,0.016,0.002,0.000002,0
169999,3,0.01,0.001,0.000001,0
170049,4,0.013,0.001,0.000001,0
170099,6,0.019,0.002,0.000002,0
170149,6,0.019,0.002,0.000002,0
170208,4,0.013,0.001,0.000001,0
170258,2,0.006,0.001,0.000001,0
170308,4,0.013,0.001,0.000001,0
170358,3,0.01,0.001,0.000001,0
170408,4,0.013,0.001,0.000001,0
170458,4,0.013,0.001,0.000001,0
170508,4,0.013,0.001,0.000001,0
170558,5,0.016,0.002,0.000002,0
170608,4,0.013,0.001,0.000001,0
170658,4,0.013,0.001,0.000001,0
170708,2,0.006,0.001,0.000001,0
170758,3,0.01,0.001,0.000001,0
170808,1,0.003,0,0,0
170867,4,0.013,0.001,0.000001,0
170917,4,0.013,0.001,0.000001,0
170967,4,0.013,0.001,0.000001,0
171017,4,0.013,0.001,0.000001,0
171067,3,0.01,0.001,0.000001,0
171117,4,0.013,0.001,0.000001,0
171167,4,0.013,0.001,0.000001,0
171217,4,0.013,0.001,0.000001,0
171267,4,0.013,0.001,0.000001,0
171317,4,0.013,0.001,0.000001,0
171367,4,0.013,0.001,0.000001,0
171417,4,0.013,0.001,0.000001,0
171467,4,0.013,0.001,0.000001,0
171525,4,0.013,0.001,0.000001,0
171575,4,0.013,0.001,0.000001,0
171625,3,0.01,0.001,0.000001,0
171675,4,0.013,0.001,0.000001,0
171725,4,0.013,0.001,0.000001,0
171775,2,0.006,0.001,0.000001,0
171825,4,0.013,0.001,0.000001,0
171875,4,0.013,0.001,0.000001,0
171925,2,0.006,0.001,0.000001,0
171975,3,0.01,0.001,0.000001,0
172025,4,0.013,0.001,0.000001,0
172075,2,0.006,0.001,0.000001,0
172125,4,0.013,0.001,0.000001,0
172183,4,0.013,0.001,0.000001,0
172233,3,0.01,0.001,0.000001,0
172283,3,0.01,0.001,0.000001,0
172333,4,0.013,0.001,0.000001,0
172383,5,0.016,0.002,0.000002,0
172433,4,0.013,0.001,0.000001,0
172483,3,0.01,0.001,0.000001,0
172533,4,0.013,0.001,0.000001,0
172583,4,0.013,0.001,0.000001,0
172633,3,0.01,0.001,0.000001,0
172683,3,0.01,0.001,0.000001,0
172733,3,0.01,0.001,0.000001,0
172783,3,0.01,0.001,0.000001,0
172842,4,0.013,0.001,0.000001,0
172892,4,0.013,0.001,0.000001,0
172942,2,0.006,0.001,0.000001,0
172992,4,0.013,0.001,0.000001,0
173042,5,0.016,0.002,0.000002,0
173092,4,0.013,0.001,0.000001,0
173142,4,0.013,0.001,0.000001,0
173192,5,0.016,0.002,0.000002,0
173242,4,0.013,0.001,0.000001,0
173292,4,0.013,0.001,0.000001,0
173342,4,0.013,0.001,0.000001,0
173392,4,0.013,0.001,0.000001,0
173451,4,0.013,0.001,0.000001,0
173545,2,0.006,0.001,0.000001,0
173595,4,0.013,0.001,0.000001,0
173645,4,0.013,0.001,0.000001,0
173695,5,0.016,0.002,0.000002,0
173745,4,0.013,0.001,0.000001,0
173795,4,0.013,0.001,0.000001,0
173845,3,0.01,0.001,0.000001,0
173895,5,0.016,0.002,0.000002,0
173945,6,0.019,0.002,0.000002,0
173995,2,0.006,0.001,0.000001,0
174045,4,0.013,0.001,0.000001,0
174095,3,0.01,0.001,0.000001,0
174154,2,0.006,0.001,0.000001,0
174204,6,0.019,0.002,0.000002,0
174254,4,0.013,0.001,0.000001,0
174304,2,0.006,0.001,0.000001,0
174354,2,0.006,0.001,0.000001,0
174404,4,0.013,0.001,0.000001,0
174454,4,0.013,0.001,0.000001,0
174504,3,0.01,0.001,0.000001,0
174554,4,0.013,0.001,0.000001,0
174604,4,0.013,0.001,0.000001,0
174654,5,0.016,0.002,0.000002,0
174704,2,0.006,0.001,0.000001,0
174754,4,0.013,0.001,0.000001,0
174813,3,0.01,0.001,0.000001,0
174863,5,0.016,0.002,0.000002,0
174913,4,0.013,0.001,0.000001,0
174963,4,0.013,0.001,0.000001,0
175013,2,0.006,0.001,0.000001,0
175063,4,0.013,0.001,0.000001,0
175113,4,0.013,0.001,0.000001,0
175163,4,0.013,0.001,0.000001,0
175213,4,0.013,0.001,0.000001,0
175263,3,0.01,0.001,0.000001,0
175313,4,0.013,0.001,0.000001,0
175363,3,0.01,0.001,0.000001,0
175413,4,0.013,0.001,0.000001,0
175472,4,0.013,0.001,0.000001,0
175522,4,0.013,0.001,0.000001,0
175579,5,0.016,0.002,0.000002,0
175629,4,0.013,0.001,0.000001,0
175679,4,0.013,0.001,0.000001,0
175729,4,0.013,0.001,0.000001,0
175779,4,0.013,0.001,0.000001,0
175829,4,0.013,0.001,0.000001,0
175879,4,0.013,0.001,0.000001,0
175929,4,0.013,0.001,0.000001,0
175979,4,0.013,0.001,0.000001,0
176029,6,0.019,0.002,0.000002,0
176079,4,0.013,0.001,0.000001,0
176137,4,0.013,0.001,0.000001,0
176187,4,0.013,0.001,0.000001,0
176237,4,0.013,0.001,0.000001,0
176287,4,0.013,0.001,0.000001,0
176337,3,0.01,0.001,0.000001,0
176387,4,0.013,0.001,0.000001,0
176437,3,0.01,0.001,0.000001,0
176487,6,0.019,0.002,0.000002,0
176537,4,0.013,0.001,0.000001,0
176587,4,0.013,0.001,0.000001,0
176637,1,0.003,0,0,0
176687,4,0.013,0.001,0.000001,0
176745,4,0.013,0.001,0.000001,0
176795,4,0.013,0.001,0.000001,0
176845,4,0.013,0.001,0.000001,0
176895,4,0.013,0.001,0.000001,0
176945,5,0.016,0.002,0.000002,0
176995,4,0.013,0.001,0.000001,0
177045,2,0.006,0.001,0.000001,0
177095,3,0.01,0.001,0.000001,0
177145,4,0.013,0.001,0.000001,0
177195,4,0.013,0.001,0.000001,0
177245,5,0.016,0.002,0.000002,0
177295,4,0.013,0.001,0.000001,0
177345,4,0.013,0.001,0.000001,0
177403,4,0.013,0.001,0.000001,0
177453,3,0.01,0.001,0.000001,0
177503,4,0.013,0.001,0.000001,0
177553,6,0.019,0.002,0.000002,0
177603,4,0.013,0.001,0.000001,0
177653,4,0.013,0.001,0.000001,0
177703,4,0.013,0.001,0.000001,0
177753,4,0.013,0.001,0.000001,0
177803,4,0.013,0.001,0.000001,0
177853,4,0.013,0.001,0.000001,0
177903,6,0.019,0.002,0.000002,0
177953,4,0.013,0.001,0.000001,0
178003,2,0.006,0.001,0.000001,0
178062,4,0.013,0.001,0.000001,0
178112,3,0.01,0.001,0.000001,0
178207,4,0.013,0.001,0.000001,0
178257,4,0.013,0.001,0.000001,0
178307,4,0.013,0.001,0.000001,0
178357,4,0.013,0.001,0.000001,0
178407,5,0.016,0.002,0.000002,0
178457,5,0.016,0.002,0.000002,0
178507,4,0.013,0.001,0.000001,0
178557,4,0.013,0.001,0.000001,0
178607,4,0.013,0.001,0.000001,0
178657,4,0.013,0.001,0.000001,0
178707,4,0.013,0.001,0.000001,0
178765,4,0.013,0.001,0.000001,0
178815,1,0.003,0,0,0
178865,4,0.013,0.001,0.000001,0
178915,3,0.01,0.001,0.000001,0
178965,3,0.01,0.001,0.000001,0
179015,4,0.013,0.001,0.000001,0
179065,4,0.013,0.001,0.000001,0
179115,5,0.016,0.002,0.000002,0
179165,5,0.016,0.002,0.000002,0
179215,3,0.01,0.001,0.000001,0
179265,4,0.013,0.001,0.000001,0
179315,6,0.019,0.002,0.000002,0
179365,4,0.013,0.001,0.000001,0
179423,4,0.013,0.001,0.000001,0
179473,4,0.013,0.001,0.000001,0
179523,4,0.013,0.001,0.000001,0
179573,3,0.01,0.001,0.000001,0
179623,4,0.013,0.001,0.000001,0
179673,4,0.013,0.001,0.000001,0
179723,4,0.013,0.001,0.000001,0
179773,5,0.016,0.002,0.000002,0
179823,4,0.013,0.001,0.000001,0
179873,2,0.006,0.001,0.000001,0
179923,4,0.013,0.001,0.000001,0
179973,2,0.006,0.001,0.000001,0
180031,4,0.013,0.001,0.000001,0
180081,4,0.013,0.001,0.000001,0
180131,4,0.013,0.001,0.000001,0
180181,4,0.013,0.001,0.000001,0
180231,2,0.006,0.001,0.000001,0
180281,4,0.013,0.001,0.000001,0
180331,3,0.01,0.001,0.000001,0
180381,4,0.013,0.001,0.000001,0
180431,4,0.013,0.001,0.000001,0
180481,5,0.016,0.002,0.000002,0
180531,3,0.01,0.001,0.000001,0
180581,4,0.013,0.001,0.000001,0
180631,1,0.003,0,0,0
180689,3,0.01,0.001,0.000001,0
180739,2,0.006,0.001,0.000001,0
180789,3,0.01,0.001,0.000001,0
180839,4,0.013,0.001,0.000001,0
180889,3,0.01,0.001,0.000001,0
180939,4,0.013,0.001,0.000001,0
180989,3,0.01,0.001,0.000001,0
181039,4,0.013,0.001,0.000001,0
181089,3,0.01,0.001,0.000001,0
181139,4,0.013,0.001,0.000001,0
181189,2,0.006,0.001,0.000001,0
181239,4,0.013,0.001,0.000001,0
181289,3,0.01,0.001,0.000001,0
181347,4,0.013,0.001,0.000001,0
181397,2,0.006,0.001,0.000001,0
181447,4,0.013,0.001,0.000001,0
181497,4,0.013,0.001,0.000001,0
181547,4,0.013,0.001,0.000001,0
181597,4,0.013,0.001,0.000001,0
181647,4,0.013,0.001,0.000001,0
181697,4,0.013,0.001,0.000001,0
181754,6,0.019,0.002,0.000002,0
181804,2,0.006,0.001,0.000001,0
181854,5,0.016,0.002,0.000002,0
181904,3,0.01,0.001,0.000001,0
181954,5,0.016,0.002,0.000002,0
182012,4,0.013,0.001,0.000001,0
182062,4,0.013,0.001,0.000001,0
182112,5,0.016,0.002,0.000002,0
182162,3,0.01,0.001,0.000001,0
182212,4,0.013,0.001,0.000001,0
182262,5,0.016,0.002,0.000002,0
182312,5,0.016,0.002,0.000002,0
182362,4,0.013,0.001,0.000001,0
182412,4,0.013,0.001,0.000001,0
182462,4,0.013,0.001,0.000001,0
182512,4,0.013,0.001,0.000001,0
182562,3,0.01,0.001,0.000001,0
182612,5,0.016,0.002,0.000002,0
182670,4,0.013,0.001,0.000001,0
182720,4,0.013,0.001,0.000001,0
182770,5,0.016,0.002,0.000002,0
182865,4,0.013,0.001,0.000001,0
182915,4,0.013,0.001,0.000001,0
182965,4,0.013,0.001,0.000001,0
183015,5,0.016,0.002,0.000002,0
183065,2,0.006,0.001,0.000001,0
183115,5,0.016,0.002,0.000002,0
183165,3,0.01,0.001,0.000001,0
183215,3,0.01,0.001,0.000001,0
183265,3,0.01,0.001,0.000001,0
183323,4,0.013,0.001,0.000001,0
183373,4,0.013,0.001,0.000001,0
183423,4,0.013,0.001,0.000001,0
183473,4,0.013,0.001,0.000001,0
183523,4,0.013,0.001,0.000001,0
183573,4,0.013,0.001,0.000001,0
183623,4,0.013,0.001,0.000001,0
183673,4,0.013,0.001,0.000001,0
183723,4,0.013,0.001,0.000001,0
183773,3,0.01,0.001,0.000001,0
183823,4,0.013,0.001,0.000001,0
183873,4,0.013,0.001,0.000001,0
183923,1,0.003,0,0,0
183981,4,0.013,0.001,0.000001,0
184031,4,0.013,0.001,0.000001,0
184081,4,0.013,0.001,0.000001,0
184131,4,0.013,0.001,0.000001,0
184181,4,0.013,0.001,0.000001,0
184231,3,0.01,0.001,0.000001,0
184281,5,0.016,0.002,0.000002,0
184331,5,0.016,0.002,0.000002,0
184381,2,0.006,0.001,0.000001,0
184431,2,0.006,0.001,0.000001,0
184481,5,0.016,0.002,0.000002,0
184531,4,0.013,0.001,0.000001,0
184581,2,0.006,0.001,0.000001,0
184639,3,0.01,0.001,0.000001,0
184689,5,0.016,0.002,0.000002,0
184739,4,0.013,0.001,0.000001,0
184789,2,0.006,0.001,0.000001,0
184839,4,0.013,0.001,0.000001,0
184889,4,0.013,0.001,0.000001,0
184939,4,0.013,0.001,0.000001,0
184989,5,0.016,0.002,0.000002,0
185039,2,0.006,0.001,0.000001,0
185089,4,0.013,0.001,0.000001,0
185139,4,0.013,0.001,0.000001,0
185189,4,0.013,0.001,0.000001,0
185239,4,0.013,0.001,0.000001,0
185297,4,0.013,0.001,0.000001,0
185347,4,0.013,0.001,0.000001,0
185397,4,0.013,0.001,0.000001,0
185447,4,0.013,0.001,0.000001,0
185497,4,0.013,0.001,0.000001,0
185547,4,0.013,0.001,0.000001,0
185597,4,0.013,0.001,0.000001,0
185647,3,0.01,0.001,0.000001,0
185697,5,0.016,0.002,0.000002,0
185747,4,0.013,0.001,0.000001,0
185797,4,0.013,0.001,0.000001,0
185847,4,0.013,0.001,0.000001,0
185897,2,0.006,0.001,0.000001,0
185955,4,0.013,0.001,0.000001,0
186005,4,0.013,0.001,0.000001,0
186055,4,0.013,0.001,0.000001,0
186105,4,0.013,0.001,0.000001,0
186155,4,0.013,0.001,0.000001,0
186205,4,0.013,0.001,0.000001,0
186255,1,0.003,0,0,0
186305,4,0.013,0.001,0.000001,0
186355,4,0.013,0.001,0.000001,0
186405,3,0.01,0.001,0.000001,0
186455,6,0.019,0.002,0.000002,0
186505,4,0.013,0.001,0.000001,0
186563,4,0.013,0.001,0.000001,0
186613,4,0.013,0.001,0.000001,0
186663,4,0.013,0.001,0.000001,0
186713,4,0.013,0.001,0.000001,0
186763,4,0.013,0.001,0.000001,0
186813,4,0.013,0.001,0.000001,0
186863,4,0.013,0.001,0.000001,0
186913,2,0.006,0.001,0.000001,0
186963,1,0.003,0,0,0
187013,7,0.023,0.002,0.000002,0
187063,4,0.013,0.001,0.000001,0
187113,4,0.013,0.001,0.000001,0
187163,4,0.013,0.001,0.000001,0
187221,5,0.016,0.002,0.000002,0
187271,4,0.013,0.001,0.000001,0
187321,3,0.01,0.001,0.000001,0
187371,4,0.013,0.001,0.000001,0
187421,4,0.013,0.001,0.000001,0
187516,4,0.013,0.001,0.000001,0
187566,4,0.013,0.001,0.000001,0
187616,4,0.013,0.001,0.000001,0
187666,5,0.016,0.002,0.000002,0
187716,4,0.013,0.001,0.000001,0
187766,2,0.006,0.001,0.000001,0
187816,4,0.013,0.001,0.000001,0
187866,5,0.016,0.002,0.000002,0
187932,4,0.013,0.001,0.000001,0
187982,3,0.01,0.001,0.000001,0
188032,4,0.013,0.001,0.000001,0
188082,4,0.013,0.001,0.000001,0
