Time_ms,ADC_Raw,V_measured,V_source,Current_A,Power_W,,About 40 seconds per interval (20 seconds to change intervals)
317028,4,0.013,0.001,0.000001,0,,
317078,14,0.045,0.004,0.000004,0,,
317128,37,0.119,0.012,0.000012,0,,
317178,37,0.119,0.012,0.000012,0,,
317228,20,0.065,0.006,0.000006,0,,
317278,4,0.013,0.001,0.000001,0,,
317328,19,0.061,0.006,0.000006,0,,
317378,28,0.09,0.009,0.000009,0,,
317436,37,0.119,0.012,0.000012,0,,
317486,6,0.019,0.002,0.000002,0,,
317536,4,0.013,0.001,0.000001,0,,
317586,23,0.074,0.007,0.000007,0,,
317636,27,0.087,0.009,0.000009,0,,
317686,28,0.09,0.009,0.000009,0,,
317736,20,0.065,0.006,0.000006,0,,
317786,4,0.013,0.001,0.000001,0,,
317836,3,0.01,0.001,0.000001,0,,
317886,29,0.094,0.009,0.000009,0,,
317936,38,0.123,0.012,0.000012,0,,
317986,39,0.126,0.012,0.000012,0,,
318043,28,0.09,0.009,0.000009,0,,
318101,39,0.126,0.012,0.000012,0,,
318151,12,0.039,0.004,0.000004,0,,
318201,3,0.01,0.001,0.000001,0,,
318251,24,0.077,0.008,0.000008,0,,
318301,28,0.09,0.009,0.000009,0,,
318351,4,0.013,0.001,0.000001,0,,
318401,23,0.074,0.007,0.000007,0,,
318451,39,0.126,0.012,0.000012,0,,
318501,4,0.013,0.001,0.000001,0,,
318551,26,0.084,0.008,0.000008,0,,
318601,21,0.068,0.007,0.000007,0,,
318651,18,0.058,0.006,0.000006,0,,
318710,4,0.013,0.001,0.000001,0,,
318760,34,0.11,0.011,0.000011,0,,
318810,28,0.09,0.009,0.000009,0,,
318860,9,0.029,0.003,0.000003,0,,
318910,28,0.09,0.009,0.000009,0,,
318960,13,0.042,0.004,0.000004,0,,
319010,21,0.068,0.007,0.000007,0,,
319060,40,0.129,0.013,0.000013,0,,
319110,3,0.01,0.001,0.000001,0,,
319160,26,0.084,0.008,0.000008,0,,
319210,18,0.058,0.006,0.000006,0,,
319305,15,0.048,0.005,0.000005,0,,
319355,21,0.068,0.007,0.000007,0,,
319414,5,0.016,0.002,0.000002,0,,
319464,28,0.09,0.009,0.000009,0,,
319514,11,0.035,0.004,0.000003,0,,
319564,26,0.084,0.008,0.000008,0,,
319614,38,0.123,0.012,0.000012,0,,
319664,3,0.01,0.001,0.000001,0,,
319714,28,0.09,0.009,0.000009,0,,
319764,5,0.016,0.002,0.000002,0,,
319814,35,0.113,0.011,0.000011,0,,
319864,30,0.097,0.01,0.000009,0,,
319914,7,0.023,0.002,0.000002,0,,
319964,27,0.087,0.009,0.000009,0,,
320014,23,0.074,0.007,0.000007,0,,
320073,26,0.084,0.008,0.000008,0,,
320123,27,0.087,0.009,0.000009,0,,
320173,3,0.01,0.001,0.000001,0,,
320223,34,0.11,0.011,0.000011,0,,
320273,38,0.123,0.012,0.000012,0,,
320323,3,0.01,0.001,0.000001,0,,
320373,25,0.081,0.008,0.000008,0,,
320423,25,0.081,0.008,0.000008,0,,
320473,6,0.019,0.002,0.000002,0,,
320523,37,0.119,0.012,0.000012,0,,
320573,35,0.113,0.011,0.000011,0,,
320623,3,0.01,0.001,0.000001,0,,
320682,39,0.126,0.012,0.000012,0,,
320732,4,0.013,0.001,0.000001,0,,
320782,15,0.048,0.005,0.000005,0,,
320832,24,0.077,0.008,0.000008,0,,
320882,12,0.039,0.004,0.000004,0,,
320932,19,0.061,0.006,0.000006,0,,
320982,39,0.126,0.012,0.000012,0,,
321032,8,0.026,0.003,0.000003,0,,
321082,19,0.061,0.006,0.000006,0,,
321132,28,0.09,0.009,0.000009,0,,
321182,3,0.01,0.001,0.000001,0,,
321232,24,0.077,0.008,0.000008,0,,
321282,39,0.126,0.012,0.000012,0,,
321340,15,0.048,0.005,0.000005,0,,
321390,14,0.045,0.004,0.000004,0,,
321440,38,0.123,0.012,0.000012,0,,
321490,13,0.042,0.004,0.000004,0,,
321540,16,0.052,0.005,0.000005,0,,
321590,28,0.09,0.009,0.000009,0,,
321640,5,0.016,0.002,0.000002,0,,
321690,38,0.123,0.012,0.000012,0,,
321740,12,0.039,0.004,0.000004,0,,
321790,22,0.071,0.007,0.000007,0,,
321840,23,0.074,0.007,0.000007,0,,
321890,10,0.032,0.003,0.000003,0,,
321948,28,0.09,0.009,0.000009,0,,
321998,4,0.013,0.001,0.000001,0,,
322048,37,0.119,0.012,0.000012,0,,
322098,6,0.019,0.002,0.000002,0,,
322148,24,0.077,0.008,0.000008,0,,
322198,23,0.074,0.007,0.000007,0,,
322248,22,0.071,0.007,0.000007,0,,
322298,38,0.123,0.012,0.000012,0,,
322348,10,0.032,0.003,0.000003,0,,
322398,28,0.09,0.009,0.000009,0,,
322448,7,0.023,0.002,0.000002,0,,
322498,40,0.129,0.013,0.000013,0,,
322548,4,0.013,0.001,0.000001,0,,
322606,40,0.129,0.013,0.000013,0,,
322656,4,0.013,0.001,0.000001,0,,
322706,24,0.077,0.008,0.000008,0,,
322756,30,0.097,0.01,0.000009,0,,
322806,23,0.074,0.007,0.000007,0,,
322856,3,0.01,0.001,0.000001,0,,
322906,30,0.097,0.01,0.000009,0,,
322956,39,0.126,0.012,0.000012,0,,
323006,6,0.019,0.002,0.000002,0,,
323056,17,0.055,0.005,0.000005,0,,
323106,28,0.09,0.009,0.000009,0,,
323156,4,0.013,0.001,0.000001,0,,
323214,16,0.052,0.005,0.000005,0,,
323264,28,0.09,0.009,0.000009,0,,
323314,4,0.013,0.001,0.000001,0,,
323364,34,0.11,0.011,0.000011,0,,
323414,29,0.094,0.009,0.000009,0,,
323464,11,0.035,0.004,0.000003,0,,
323514,28,0.09,0.009,0.000009,0,,
323564,3,0.01,0.001,0.000001,0,,
323614,40,0.129,0.013,0.000013,0,,
323664,14,0.045,0.004,0.000004,0,,
323714,21,0.068,0.007,0.000007,0,,
323764,28,0.09,0.009,0.000009,0,,
323814,2,0.006,0.001,0.000001,0,,
323872,25,0.081,0.008,0.000008,0,,
323967,23,0.074,0.007,0.000007,0,,
324017,41,0.132,0.013,0.000013,0,,
324067,4,0.013,0.001,0.000001,0,,
324117,20,0.065,0.006,0.000006,0,,
324167,27,0.087,0.009,0.000009,0,,
324224,40,0.129,0.013,0.000013,0,,
324274,4,0.013,0.001,0.000001,0,,
324324,23,0.074,0.007,0.000007,0,,
324374,26,0.084,0.008,0.000008,0,,
324424,3,0.01,0.001,0.000001,0,,
324474,38,0.123,0.012,0.000012,0,,
324524,20,0.065,0.006,0.000006,0,,
324582,18,0.058,0.006,0.000006,0,,
324632,39,0.126,0.012,0.000012,0,,
324682,3,0.01,0.001,0.000001,0,,
324732,27,0.087,0.009,0.000009,0,,
324782,15,0.048,0.005,0.000005,0,,
324832,27,0.087,0.009,0.000009,0,,
324882,37,0.119,0.012,0.000012,0,,
324932,4,0.013,0.001,0.000001,0,,
324982,29,0.094,0.009,0.000009,0,,
325032,2,0.006,0.001,0.000001,0,,
325082,33,0.106,0.011,0.00001,0,,
325132,33,0.106,0.011,0.00001,0,,
325190,4,0.013,0.001,0.000001,0,,
325240,39,0.126,0.012,0.000012,0,,
325290,7,0.023,0.002,0.000002,0,,
325340,22,0.071,0.007,0.000007,0,,
325390,24,0.077,0.008,0.000008,0,,
325440,18,0.058,0.006,0.000006,0,,
325490,38,0.123,0.012,0.000012,0,,
325540,9,0.029,0.003,0.000003,0,,
325590,27,0.087,0.009,0.000009,0,,
325640,5,0.016,0.002,0.000002,0,,
325690,40,0.129,0.013,0.000013,0,,
325740,5,0.016,0.002,0.000002,0,,
325790,29,0.094,0.009,0.000009,0,,
325848,4,0.013,0.001,0.000001,0,,
325898,29,0.094,0.009,0.000009,0,,
325948,5,0.016,0.002,0.000002,0,,
325998,39,0.126,0.012,0.000012,0,,
326048,5,0.016,0.002,0.000002,0,,
326098,28,0.09,0.009,0.000009,0,,
326148,5,0.016,0.002,0.000002,0,,
326198,38,0.123,0.012,0.000012,0,,
326248,3,0.01,0.001,0.000001,0,,
326298,28,0.09,0.009,0.000009,0,,
326348,3,0.01,0.001,0.000001,0,,
326398,40,0.129,0.013,0.000013,0,,
326456,3,0.01,0.001,0.000001,0,,
326506,38,0.123,0.012,0.000012,0,,
326556,5,0.016,0.002,0.000002,0,,
326606,26,0.084,0.008,0.000008,0,,
326656,13,0.042,0.004,0.000004,0,,
326706,28,0.09,0.009,0.000009,0,,
326756,37,0.119,0.012,0.000012,0,,
326806,4,0.013,0.001,0.000001,0,,
326856,27,0.087,0.009,0.000009,0,,
326906,9,0.029,0.003,0.000003,0,,
326956,23,0.074,0.007,0.000007,0,,
327006,39,0.126,0.012,0.000012,0,,
327056,3,0.01,0.001,0.000001,0,,
327114,38,0.123,0.012,0.000012,0,,
327164,21,0.068,0.007,0.000007,0,,
327214,17,0.055,0.005,0.000005,0,,
327264,28,0.09,0.009,0.000009,0,,
327314,3,0.01,0.001,0.000001,0,,
327364,33,0.106,0.011,0.00001,0,,
327414,32,0.103,0.01,0.00001,0,,
327464,6,0.019,0.002,0.000002,0,,
327514,27,0.087,0.009,0.000009,0,,
327564,8,0.026,0.003,0.000003,0,,
327614,8,0.026,0.003,0.000003,0,,
327664,35,0.113,0.011,0.000011,0,,
327714,36,0.116,0.011,0.000011,0,,
327772,4,0.013,0.001,0.000001,0,,
327822,22,0.071,0.007,0.000007,0,,
327872,39,0.126,0.012,0.000012,0,,
327922,4,0.013,0.001,0.000001,0,,
327972,21,0.068,0.007,0.000007,0,,
328022,27,0.087,0.009,0.000009,0,,
328072,4,0.013,0.001,0.000001,0,,
328122,37,0.119,0.012,0.000012,0,,
328172,25,0.081,0.008,0.000008,0,,
328222,14,0.045,0.004,0.000004,0,,
328272,30,0.097,0.01,0.000009,0,,
328322,3,0.01,0.001,0.000001,0,,
328380,28,0.09,0.009,0.000009,0,,
328430,4,0.013,0.001,0.000001,0,,
328480,36,0.116,0.011,0.000011,0,,
328530,13,0.042,0.004,0.000004,0,,
328641,12,0.039,0.004,0.000004,0,,
328724,36,0.116,0.011,0.000011,0,,
328808,24,0.077,0.008,0.000008,0,,
328880,4,0.013,0.001,0.000001,0,,
328930,38,0.123,0.012,0.000012,0,,
328980,4,0.013,0.001,0.000001,0,,
329030,28,0.09,0.009,0.000009,0,,
329080,4,0.013,0.001,0.000001,0,,
329130,40,0.129,0.013,0.000013,0,,
329188,4,0.013,0.001,0.000001,0,,
329238,37,0.119,0.012,0.000012,0,,
329288,12,0.039,0.004,0.000004,0,,
329338,27,0.087,0.009,0.000009,0,,
329388,3,0.01,0.001,0.000001,0,,
329438,40,0.129,0.013,0.000013,0,,
329488,4,0.013,0.001,0.000001,0,,
329538,30,0.097,0.01,0.000009,0,,
329588,3,0.01,0.001,0.000001,0,,
329638,40,0.129,0.013,0.000013,0,,
329688,4,0.013,0.001,0.000001,0,,
329738,28,0.09,0.009,0.000009,0,,
329796,5,0.016,0.002,0.000002,0,,
329846,28,0.09,0.009,0.000009,0,,
329896,18,0.058,0.006,0.000006,0,,
329946,36,0.116,0.011,0.000011,0,,
329996,18,0.058,0.006,0.000006,0,,
330046,22,0.071,0.007,0.000007,0,,
330096,30,0.097,0.01,0.000009,0,,
330146,22,0.071,0.007,0.000007,0,,
330196,25,0.081,0.008,0.000008,0,,
330246,10,0.032,0.003,0.000003,0,,
330296,36,0.116,0.011,0.000011,0,,
330346,2,0.006,0.001,0.000001,0,,
330396,28,0.09,0.009,0.000009,0,,
330454,2,0.006,0.001,0.000001,0,,
330511,12,0.039,0.004,0.000004,0,,
330561,35,0.113,0.011,0.000011,0,,
330611,22,0.071,0.007,0.000007,0,,
330661,11,0.035,0.004,0.000003,0,,
330711,37,0.119,0.012,0.000012,0,,
330761,3,0.01,0.001,0.000001,0,,
330811,28,0.09,0.009,0.000009,0,,
330861,4,0.013,0.001,0.000001,0,,
330911,40,0.129,0.013,0.000013,0,,
330961,2,0.006,0.001,0.000001,0,,
331011,29,0.094,0.009,0.000009,0,,
331069,3,0.01,0.001,0.000001,0,,
331119,28,0.09,0.009,0.000009,0,,
331169,4,0.013,0.001,0.000001,0,,
331219,39,0.126,0.012,0.000012,0,,
331269,6,0.019,0.002,0.000002,0,,
331319,29,0.094,0.009,0.000009,0,,
331369,4,0.013,0.001,0.000001,0,,
331419,36,0.116,0.011,0.000011,0,,
331469,15,0.048,0.005,0.000005,0,,
331519,23,0.074,0.007,0.000007,0,,
331569,10,0.032,0.003,0.000003,0,,
331619,34,0.11,0.011,0.000011,0,,
331669,15,0.048,0.005,0.000005,0,,
331727,33,0.106,0.011,0.00001,0,,
331777,14,0.045,0.004,0.000004,0,,
331827,27,0.087,0.009,0.000009,0,,
331877,3,0.01,0.001,0.000001,0,,
331927,38,0.123,0.012,0.000012,0,,
331977,4,0.013,0.001,0.000001,0,,
332027,29,0.094,0.009,0.000009,0,,
332077,5,0.016,0.002,0.000002,0,,
332127,39,0.126,0.012,0.000012,0,,
332177,10,0.032,0.003,0.000003,0,,
332227,27,0.087,0.009,0.000009,0,,
332277,8,0.026,0.003,0.000003,0,,
332327,38,0.123,0.012,0.000012,0,,
332385,3,0.01,0.001,0.000001,0,,
332435,39,0.126,0.012,0.000012,0,,
332485,4,0.013,0.001,0.000001,0,,
332535,27,0.087,0.009,0.000009,0,,
332585,21,0.068,0.007,0.000007,0,,
332635,38,0.123,0.012,0.000012,0,,
332685,4,0.013,0.001,0.000001,0,,
332735,28,0.09,0.009,0.000009,0,,
332785,3,0.01,0.001,0.000001,0,,
332835,39,0.126,0.012,0.000012,0,,
332885,3,0.01,0.001,0.000001,0,,
332935,30,0.097,0.01,0.000009,0,,
332992,40,0.129,0.013,0.000013,0,,
333042,2,0.006,0.001,0.000001,0,,
333092,30,0.097,0.01,0.000009,0,,
333142,4,0.013,0.001,0.000001,0,,
333192,38,0.123,0.012,0.000012,0,,
333242,4,0.013,0.001,0.000001,0,,
333292,30,0.097,0.01,0.000009,0,,
333387,17,0.055,0.005,0.000005,0,,
333437,27,0.087,0.009,0.000009,0,,
333487,4,0.013,0.001,0.000001,0,,
333537,38,0.123,0.012,0.000012,0,,
333587,4,0.013,0.001,0.000001,0,,
333637,28,0.09,0.009,0.000009,0,,
333714,15,0.048,0.005,0.000005,0,,
333764,35,0.113,0.011,0.000011,0,,
333814,24,0.077,0.008,0.000008,0,,
333864,7,0.023,0.002,0.000002,0,,
333914,37,0.119,0.012,0.000012,0,,
333964,4,0.013,0.001,0.000001,0,,
334014,29,0.094,0.009,0.000009,0,,
334064,6,0.019,0.002,0.000002,0,,
334114,39,0.126,0.012,0.000012,0,,
334164,13,0.042,0.004,0.000004,0,,
334214,24,0.077,0.008,0.000008,0,,
334264,30,0.097,0.01,0.000009,0,,
334322,14,0.045,0.004,0.000004,0,,
334372,36,0.116,0.011,0.000011,0,,
334422,4,0.013,0.001,0.000001,0,,
334472,30,0.097,0.01,0.000009,0,,
334522,4,0.013,0.001,0.000001,0,,
334572,38,0.123,0.012,0.000012,0,,
334622,9,0.029,0.003,0.000003,0,,
334672,25,0.081,0.008,0.000008,0,,
334722,26,0.084,0.008,0.000008,0,,
334772,28,0.09,0.009,0.000009,0,,
334822,24,0.077,0.008,0.000008,0,,
334872,19,0.061,0.006,0.000006,0,,
334922,30,0.097,0.01,0.000009,0,,
334981,7,0.023,0.002,0.000002,0,,
335031,40,0.129,0.013,0.000013,0,,
335081,4,0.013,0.001,0.000001,0,,
335131,27,0.087,0.009,0.000009,0,,
335181,3,0.01,0.001,0.000001,0,,
335231,38,0.123,0.012,0.000012,0,,
335281,15,0.048,0.005,0.000005,0,,
335331,18,0.058,0.006,0.000006,0,,
335381,28,0.09,0.009,0.000009,0,,
335431,4,0.013,0.001,0.000001,0,,
335481,37,0.119,0.012,0.000012,0,,
335531,20,0.065,0.006,0.000006,0,,
335581,21,0.068,0.007,0.000007,0,,
335640,4,0.013,0.001,0.000001,0,,
335690,29,0.094,0.009,0.000009,0,,
335740,4,0.013,0.001,0.000001,0,,
335790,40,0.129,0.013,0.000013,0,,
335840,1,0.003,0,0,0,,
335890,28,0.09,0.009,0.000009,0,,
335940,3,0.01,0.001,0.000001,0,,
335990,35,0.113,0.011,0.000011,0,,
336040,25,0.081,0.008,0.000008,0,,
336090,16,0.052,0.005,0.000005,0,,
336140,28,0.09,0.009,0.000009,0,,
336190,5,0.016,0.002,0.000002,0,,
336249,27,0.087,0.009,0.000009,0,,
336299,10,0.032,0.003,0.000003,0,,
336349,27,0.087,0.009,0.000009,0,,
336399,37,0.119,0.012,0.000012,0,,
336449,9,0.029,0.003,0.000003,0,,
336499,28,0.09,0.009,0.000009,0,,
336549,4,0.013,0.001,0.000001,0,,
336599,36,0.116,0.011,0.000011,0,,
336649,4,0.013,0.001,0.000001,0,,
336706,4,0.013,0.001,0.000001,0,,
336756,38,0.123,0.012,0.000012,0,,
336806,9,0.029,0.003,0.000003,0,,
336856,25,0.081,0.008,0.000008,0,,
336915,14,0.045,0.004,0.000004,0,,
336965,29,0.094,0.009,0.000009,0,,
337015,13,0.042,0.004,0.000004,0,,
337065,39,0.126,0.012,0.000012,0,,
337115,10,0.032,0.003,0.000003,0,,
337165,26,0.084,0.008,0.000008,0,,
337215,25,0.081,0.008,0.000008,0,,
337265,28,0.09,0.009,0.000009,0,,
337315,24,0.077,0.008,0.000008,0,,
337365,9,0.029,0.003,0.000003,0,,
337415,38,0.123,0.012,0.000012,0,,
337465,5,0.016,0.002,0.000002,0,,
337523,38,0.123,0.012,0.000012,0,,
337573,6,0.019,0.002,0.000002,0,,
337623,28,0.09,0.009,0.000009,0,,
337673,5,0.016,0.002,0.000002,0,,
337723,39,0.126,0.012,0.000012,0,,
337773,5,0.016,0.002,0.000002,0,,
337823,28,0.09,0.009,0.000009,0,,
337873,3,0.01,0.001,0.000001,0,,
337923,39,0.126,0.012,0.000012,0,,
337973,4,0.013,0.001,0.000001,0,,
338067,7,0.023,0.002,0.000002,0,,
338117,37,0.119,0.012,0.000012,0,,
338167,4,0.013,0.001,0.000001,0,,
338225,39,0.126,0.012,0.000012,0,,
338275,3,0.01,0.001,0.000001,0,,
338325,28,0.09,0.009,0.000009,0,,
338375,14,0.045,0.004,0.000004,0,,
338425,36,0.116,0.011,0.000011,0,,
338475,19,0.061,0.006,0.000006,0,,
338525,14,0.045,0.004,0.000004,0,,
338575,38,0.123,0.012,0.000012,0,,
338625,3,0.01,0.001,0.000001,0,,
338675,29,0.094,0.009,0.000009,0,,
338725,20,0.065,0.006,0.000006,0,,
338775,26,0.084,0.008,0.000008,0,,
338825,26,0.084,0.008,0.000008,0,,
338872,25,0.081,0.008,0.000008,0,,
338922,25,0.081,0.008,0.000008,0,,
338972,9,0.029,0.003,0.000003,0,,
339022,38,0.123,0.012,0.000012,0,,
339072,4,0.013,0.001,0.000001,0,,
339122,29,0.094,0.009,0.000009,0,,
339172,10,0.032,0.003,0.000003,0,,
339222,37,0.119,0.012,0.000012,0,,
339272,19,0.061,0.006,0.000006,0,,
339322,20,0.065,0.006,0.000006,0,,
339372,34,0.11,0.011,0.000011,0,,
339422,3,0.01,0.001,0.000001,0,,
339481,13,0.042,0.004,0.000004,0,,
339531,28,0.09,0.009,0.000009,0,,
339581,1,0.003,0,0,0,,
339631,40,0.129,0.013,0.000013,0,,
339681,19,0.061,0.006,0.000006,0,,
339731,4,0.013,0.001,0.000001,0,,
339781,40,0.129,0.013,0.000013,0,,
339831,17,0.055,0.005,0.000005,0,,
339881,4,0.013,0.001,0.000001,0,,
339931,40,0.129,0.013,0.000013,0,,
339981,23,0.074,0.007,0.000007,0,,
340031,4,0.013,0.001,0.000001,0,,
340081,39,0.126,0.012,0.000012,0,,
340140,39,0.126,0.012,0.000012,0,,
340190,25,0.081,0.008,0.000008,0,,
340240,2,0.006,0.001,0.000001,0,,
340290,39,0.126,0.012,0.000012,0,,
340340,23,0.074,0.007,0.000007,0,,
340390,4,0.013,0.001,0.000001,0,,
340440,40,0.129,0.013,0.000013,0,,
340490,7,0.023,0.002,0.000002,0,,
340540,25,0.081,0.008,0.000008,0,,
340590,27,0.087,0.009,0.000009,0,,
340640,30,0.097,0.01,0.000009,0,,
340690,19,0.061,0.006,0.000006,0,,
340749,4,0.013,0.001,0.000001,0,,
340799,29,0.094,0.009,0.000009,0,,
340849,2,0.006,0.001,0.000001,0,,
340899,40,0.129,0.013,0.000013,0,,
340949,2,0.006,0.001,0.000001,0,,
340999,29,0.094,0.009,0.000009,0,,
341049,9,0.029,0.003,0.000003,0,,
341099,40,0.129,0.013,0.000013,0,,
341149,14,0.045,0.004,0.000004,0,,
341199,23,0.074,0.007,0.000007,0,,
341249,37,0.119,0.012,0.000012,0,,
341299,4,0.013,0.001,0.000001,0,,
341349,28,0.09,0.009,0.000009,0,,
341408,28,0.09,0.009,0.000009,0,,
341458,5,0.016,0.002,0.000002,0,,
341508,39,0.126,0.012,0.000012,0,,
341558,14,0.045,0.004,0.000004,0,,
341608,18,0.058,0.006,0.000006,0,,
341658,36,0.116,0.011,0.000011,0,,
341708,4,0.013,0.001,0.000001,0,,
341758,28,0.09,0.009,0.000009,0,,
341808,26,0.084,0.008,0.000008,0,,
341858,17,0.055,0.005,0.000005,0,,
341908,28,0.09,0.009,0.000009,0,,
341958,4,0.013,0.001,0.000001,0,,
342016,22,0.071,0.007,0.000007,0,,
342066,28,0.09,0.009,0.000009,0,,
342116,3,0.01,0.001,0.000001,0,,
342166,38,0.123,0.012,0.000012,0,,
342216,18,0.058,0.006,0.000006,0,,
342266,19,0.061,0.006,0.000006,0,,
342316,20,0.065,0.006,0.000006,0,,
342366,31,0.1,0.01,0.00001,0,,
342416,18,0.058,0.006,0.000006,0,,
342466,28,0.09,0.009,0.000009,0,,
342516,3,0.01,0.001,0.000001,0,,
342566,40,0.129,0.013,0.000013,0,,
342616,18,0.058,0.006,0.000006,0,,
342718,16,0.052,0.005,0.000005,0,,
342768,14,0.045,0.004,0.000004,0,,
342818,39,0.126,0.012,0.000012,0,,
342875,28,0.09,0.009,0.000009,0,,
342925,30,0.097,0.01,0.000009,0,,
342975,4,0.013,0.001,0.000001,0,,
343025,28,0.09,0.009,0.000009,0,,
343075,15,0.048,0.005,0.000005,0,,
343125,28,0.09,0.009,0.000009,0,,
343175,27,0.087,0.009,0.000009,0,,
343225,4,0.013,0.001,0.000001,0,,
343275,38,0.123,0.012,0.000012,0,,
343333,25,0.081,0.008,0.000008,0,,
343383,20,0.065,0.006,0.000006,0,,
343433,28,0.09,0.009,0.000009,0,,
343483,4,0.013,0.001,0.000001,0,,
343533,40,0.129,0.013,0.000013,0,,
343583,5,0.016,0.002,0.000002,0,,
343633,23,0.074,0.007,0.000007,0,,
343683,37,0.119,0.012,0.000012,0,,
343733,5,0.016,0.002,0.000002,0,,
343783,27,0.087,0.009,0.000009,0,,
343833,38,0.123,0.012,0.000012,0,,
343883,4,0.013,0.001,0.000001,0,,
343933,25,0.081,0.008,0.000008,0,,
343991,30,0.097,0.01,0.000009,0,,
344041,6,0.019,0.002,0.000002,0,,
344091,28,0.09,0.009,0.000009,0,,
344141,28,0.09,0.009,0.000009,0,,
344191,10,0.032,0.003,0.000003,0,,
344241,27,0.087,0.009,0.000009,0,,
344291,28,0.09,0.009,0.000009,0,,
344341,6,0.019,0.002,0.000002,0,,
344391,32,0.103,0.01,0.00001,0,,
344441,27,0.087,0.009,0.000009,0,,
344491,4,0.013,0.001,0.000001,0,,
344541,38,0.123,0.012,0.000012,0,,
344591,21,0.068,0.007,0.000007,0,,
344649,7,0.023,0.002,0.000002,0,,
344699,29,0.094,0.009,0.000009,0,,
344749,18,0.058,0.006,0.000006,0,,
344799,21,0.068,0.007,0.000007,0,,
344849,28,0.09,0.009,0.000009,0,,
344899,4,0.013,0.001,0.000001,0,,
344949,39,0.126,0.012,0.000012,0,,
344999,21,0.068,0.007,0.000007,0,,
345049,3,0.01,0.001,0.000001,0,,
345099,39,0.126,0.012,0.000012,0,,
345149,6,0.019,0.002,0.000002,0,,
345199,22,0.071,0.007,0.000007,0,,
345257,25,0.081,0.008,0.000008,0,,
345307,2,0.006,0.001,0.000001,0,,
345357,40,0.129,0.013,0.000013,0,,
345407,17,0.055,0.005,0.000005,0,,
345457,8,0.026,0.003,0.000003,0,,
345507,40,0.129,0.013,0.000013,0,,
345557,5,0.016,0.002,0.000002,0,,
345607,27,0.087,0.009,0.000009,0,,
345657,2,0.006,0.001,0.000001,0,,
345707,36,0.116,0.011,0.000011,0,,
345757,38,0.123,0.012,0.000012,0,,
345807,1,0.003,0,0,0,,
345857,20,0.065,0.006,0.000006,0,,
345915,39,0.126,0.012,0.000012,0,,
345965,3,0.01,0.001,0.000001,0,,
346015,27,0.087,0.009,0.000009,0,,
346065,11,0.035,0.004,0.000003,0,,
346115,33,0.106,0.011,0.00001,0,,
346165,13,0.042,0.004,0.000004,0,,
346215,27,0.087,0.009,0.000009,0,,
346265,4,0.013,0.001,0.000001,0,,
346315,40,0.129,0.013,0.000013,0,,
346365,21,0.068,0.007,0.000007,0,,
346415,4,0.013,0.001,0.000001,0,,
346465,26,0.084,0.008,0.000008,0,,
346523,40,0.129,0.013,0.000013,0,,
346573,29,0.094,0.009,0.000009,0,,
346623,41,0.132,0.013,0.000013,0,,
346673,30,0.097,0.01,0.000009,0,,
346723,41,0.132,0.013,0.000013,0,,
346773,22,0.071,0.007,0.000007,0,,
346823,7,0.023,0.002,0.000002,0,,
346873,7,0.023,0.002,0.000002,0,,
346923,29,0.094,0.009,0.000009,0,,
346973,20,0.065,0.006,0.000006,0,,
347023,35,0.113,0.011,0.000011,0,,
347073,4,0.013,0.001,0.000001,0,,
347123,31,0.1,0.01,0.00001,0,,
347181,38,0.123,0.012,0.000012,0,,
347231,11,0.035,0.004,0.000003,0,,
347281,2,0.006,0.001,0.000001,0,,
347376,10,0.032,0.003,0.000003,0,,
347426,3,0.01,0.001,0.000001,0,,
347476,13,0.042,0.004,0.000004,0,,
347526,43,0.139,0.014,0.000014,0,,
347576,38,0.123,0.012,0.000012,0,,
347626,4,0.013,0.001,0.000001,0,,
347676,33,0.106,0.011,0.00001,0,,
347726,3,0.01,0.001,0.000001,0,,
347776,47,0.152,0.015,0.000015,0,,
347826,18,0.058,0.006,0.000006,0,,
347873,43,0.139,0.014,0.000014,0,,
347923,32,0.103,0.01,0.00001,0,,
347973,31,0.1,0.01,0.00001,0,,
348023,7,0.023,0.002,0.000002,0,,
348073,4,0.013,0.001,0.000001,0,,
348123,3,0.01,0.001,0.000001,0,,
348173,4,0.013,0.001,0.000001,0,,
348223,6,0.019,0.002,0.000002,0,,
348273,3,0.01,0.001,0.000001,0,,
348323,4,0.013,0.001,0.000001,0,,
348373,2,0.006,0.001,0.000001,0,,
348423,14,0.045,0.004,0.000004,0,,
348481,33,0.106,0.011,0.00001,0,,
348531,13,0.042,0.004,0.000004,0,,
348581,4,0.013,0.001,0.000001,0,,
348631,24,0.077,0.008,0.000008,0,,
348681,48,0.155,0.015,0.000015,0,,
348731,31,0.1,0.01,0.00001,0,,
348781,21,0.068,0.007,0.000007,0,,
348831,4,0.013,0.001,0.000001,0,,
348881,4,0.013,0.001,0.000001,0,,
348931,27,0.087,0.009,0.000009,0,,
348981,34,0.11,0.011,0.000011,0,,
349031,48,0.155,0.015,0.000015,0,,
349088,4,0.013,0.001,0.000001,0,,
349146,33,0.106,0.011,0.00001,0,,
349196,3,0.01,0.001,0.000001,0,,
349246,48,0.155,0.015,0.000015,0,,
349296,3,0.01,0.001,0.000001,0,,
349346,34,0.11,0.011,0.000011,0,,
349396,26,0.084,0.008,0.000008,0,,
349446,4,0.013,0.001,0.000001,0,,
349496,44,0.142,0.014,0.000014,0,,
349546,51,0.165,0.016,0.000016,0,,
