Time_ms,ADC_Raw,V_measured,V_source,Current_A,Power_W,,About 40 seconds per interval (20 seconds to change intervals)
158662,4,0.013,0.001,0.000001,0,,
158712,5,0.016,0.002,0.000002,0,,
158762,3,0.01,0.001,0.000001,0,,
158812,3,0.01,0.001,0.000001,0,,
158862,4,0.013,0.001,0.000001,0,,
158912,6,0.019,0.002,0.000002,0,,
158962,4,0.013,0.001,0.000001,0,,
159012,4,0.013,0.001,0.000001,0,,
159062,3,0.01,0.001,0.000001,0,,
159127,3,0.01,0.001,0.000001,0,,
159177,4,0.013,0.001,0.000001,0,,
159227,4,0.013,0.001,0.000001,0,,
159277,5,0.016,0.002,0.000002,0,,
159327,4,0.013,0.001,0.000001,0,,
159377,4,0.013,0.001,0.000001,0,,
159427,3,0.01,0.001,0.000001,0,,
159477,4,0.013,0.001,0.000001,0,,
159527,3,0.01,0.001,0.000001,0,,
159577,4,0.013,0.001,0.000001,0,,
159627,4,0.013,0.001,0.000001,0,,
159677,3,0.01,0.001,0.000001,0,,
159727,4,0.013,0.001,0.000001,0,,
159785,4,0.013,0.001,0.000001,0,,
159835,3,0.01,0.001,0.000001,0,,
159885,1,0.003,0,0,0,,
159935,3,0.01,0.001,0.000001,0,,
159985,4,0.013,0.001,0.000001,0,,
160035,3,0.01,0.001,0.000001,0,,
160085,3,0.01,0.001,0.000001,0,,
160135,4,0.013,0.001,0.000001,0,,
160185,4,0.013,0.001,0.000001,0,,
160235,5,0.016,0.002,0.000002,0,,
160285,4,0.013,0.001,0.000001,0,,
160335,4,0.013,0.001,0.000001,0,,
160393,3,0.01,0.001,0.000001,0,,
160488,3,0.01,0.001,0.000001,0,,
160538,2,0.006,0.001,0.000001,0,,
160588,3,0.01,0.001,0.000001,0,,
160638,4,0.013,0.001,0.000001,0,,
160688,3,0.01,0.001,0.000001,0,,
160738,4,0.013,0.001,0.000001,0,,
160788,3,0.01,0.001,0.000001,0,,
160838,5,0.016,0.002,0.000002,0,,
160888,3,0.01,0.001,0.000001,0,,
160938,5,0.016,0.002,0.000002,0,,
160988,3,0.01,0.001,0.000001,0,,
161038,3,0.01,0.001,0.000001,0,,
161096,3,0.01,0.001,0.000001,0,,
161146,4,0.013,0.001,0.000001,0,,
161196,4,0.013,0.001,0.000001,0,,
161246,5,0.016,0.002,0.000002,0,,
161296,3,0.01,0.001,0.000001,0,,
161346,3,0.01,0.001,0.000001,0,,
161396,3,0.01,0.001,0.000001,0,,
161446,4,0.013,0.001,0.000001,0,,
161496,4,0.013,0.001,0.000001,0,,
161546,4,0.013,0.001,0.000001,0,,
161596,4,0.013,0.001,0.000001,0,,
161646,3,0.01,0.001,0.000001,0,,
161696,3,0.01,0.001,0.000001,0,,
161754,4,0.013,0.001,0.000001,0,,
161804,4,0.013,0.001,0.000001,0,,
161854,3,0.01,0.001,0.000001,0,,
161904,5,0.016,0.002,0.000002,0,,
161954,4,0.013,0.001,0.000001,0,,
162004,4,0.013,0.001,0.000001,0,,
162054,3,0.01,0.001,0.000001,0,,
162104,2,0.006,0.001,0.000001,0,,
162154,4,0.013,0.001,0.000001,0,,
162204,2,0.006,0.001,0.000001,0,,
162254,3,0.01,0.001,0.000001,0,,
162304,3,0.01,0.001,0.000001,0,,
162354,3,0.01,0.001,0.000001,0,,
162412,3,0.01,0.001,0.000001,0,,
162462,3,0.01,0.001,0.000001,0,,
162512,4,0.013,0.001,0.000001,0,,
162562,4,0.013,0.001,0.000001,0,,
162612,4,0.013,0.001,0.000001,0,,
162662,3,0.01,0.001,0.000001,0,,
162712,4,0.013,0.001,0.000001,0,,
162762,4,0.013,0.001,0.000001,0,,
162812,2,0.006,0.001,0.000001,0,,
162862,1,0.003,0,0,0,,
162912,4,0.013,0.001,0.000001,0,,
162962,4,0.013,0.001,0.000001,0,,
163012,2,0.006,0.001,0.000001,0,,
163070,1,0.003,0,0,0,,
163120,3,0.01,0.001,0.000001,0,,
163170,5,0.016,0.002,0.000002,0,,
163220,3,0.01,0.001,0.000001,0,,
163270,2,0.006,0.001,0.000001,0,,
163327,4,0.013,0.001,0.000001,0,,
163377,4,0.013,0.001,0.000001,0,,
163427,3,0.01,0.001,0.000001,0,,
163477,3,0.01,0.001,0.000001,0,,
163527,4,0.013,0.001,0.000001,0,,
163577,4,0.013,0.001,0.000001,0,,
163627,4,0.013,0.001,0.000001,0,,
163685,6,0.019,0.002,0.000002,0,,
163735,4,0.013,0.001,0.000001,0,,
163785,4,0.013,0.001,0.000001,0,,
163835,4,0.013,0.001,0.000001,0,,
163885,2,0.006,0.001,0.000001,0,,
163935,3,0.01,0.001,0.000001,0,,
163985,3,0.01,0.001,0.000001,0,,
164035,4,0.013,0.001,0.000001,0,,
164085,3,0.01,0.001,0.000001,0,,
164135,4,0.013,0.001,0.000001,0,,
164185,4,0.013,0.001,0.000001,0,,
164235,4,0.013,0.001,0.000001,0,,
164285,4,0.013,0.001,0.000001,0,,
164343,4,0.013,0.001,0.000001,0,,
164393,4,0.013,0.001,0.000001,0,,
164443,4,0.013,0.001,0.000001,0,,
164493,3,0.01,0.001,0.000001,0,,
164543,4,0.013,0.001,0.000001,0,,
164593,3,0.01,0.001,0.000001,0,,
164643,5,0.016,0.002,0.000002,0,,
164693,4,0.013,0.001,0.000001,0,,
164743,2,0.006,0.001,0.000001,0,,
164793,3,0.01,0.001,0.000001,0,,
164843,3,0.01,0.001,0.000001,0,,
164893,1,0.003,0,0,0,,
164943,1,0.003,0,0,0,,
165001,4,0.013,0.001,0.000001,0,,
165051,1,0.003,0,0,0,,
165145,4,0.013,0.001,0.000001,0,,
165195,3,0.01,0.001,0.000001,0,,
165245,3,0.01,0.001,0.000001,0,,
165295,4,0.013,0.001,0.000001,0,,
165345,4,0.013,0.001,0.000001,0,,
165395,4,0.013,0.001,0.000001,0,,
165445,4,0.013,0.001,0.000001,0,,
165495,2,0.006,0.001,0.000001,0,,
165545,3,0.01,0.001,0.000001,0,,
165595,4,0.013,0.001,0.000001,0,,
165645,4,0.013,0.001,0.000001,0,,
165703,4,0.013,0.001,0.000001,0,,
165753,5,0.016,0.002,0.000002,0,,
165803,4,0.013,0.001,0.000001,0,,
165853,4,0.013,0.001,0.000001,0,,
165903,3,0.01,0.001,0.000001,0,,
165953,4,0.013,0.001,0.000001,0,,
166003,4,0.013,0.001,0.000001,0,,
166053,5,0.016,0.002,0.000002,0,,
166103,3,0.01,0.001,0.000001,0,,
166153,4,0.013,0.001,0.000001,0,,
166203,4,0.013,0.001,0.000001,0,,
166253,3,0.01,0.001,0.000001,0,,
166303,4,0.013,0.001,0.000001,0,,
166360,4,0.013,0.001,0.000001,0,,
166410,4,0.013,0.001,0.000001,0,,
166460,4,0.013,0.001,0.000001,0,,
166510,5,0.016,0.002,0.000002,0,,
166560,2,0.006,0.001,0.000001,0,,
166610,2,0.006,0.001,0.000001,0,,
166660,5,0.016,0.002,0.000002,0,,
166710,3,0.01,0.001,0.000001,0,,
166760,3,0.01,0.001,0.000001,0,,
166810,4,0.013,0.001,0.000001,0,,
166860,4,0.013,0.001,0.000001,0,,
166910,5,0.016,0.002,0.000002,0,,
166987,4,0.013,0.001,0.000001,0,,
167037,4,0.013,0.001,0.000001,0,,
167087,2,0.006,0.001,0.000001,0,,
167137,3,0.01,0.001,0.000001,0,,
167187,3,0.01,0.001,0.000001,0,,
167237,4,0.013,0.001,0.000001,0,,
167287,4,0.013,0.001,0.000001,0,,
167337,3,0.01,0.001,0.000001,0,,
167387,4,0.013,0.001,0.000001,0,,
167437,4,0.013,0.001,0.000001,0,,
167487,5,0.016,0.002,0.000002,0,,
167537,4,0.013,0.001,0.000001,0,,
167587,2,0.006,0.001,0.000001,0,,
167645,4,0.013,0.001,0.000001,0,,
167695,3,0.01,0.001,0.000001,0,,
167745,4,0.013,0.001,0.000001,0,,
167795,3,0.01,0.001,0.000001,0,,
167845,3,0.01,0.001,0.000001,0,,
167895,5,0.016,0.002,0.000002,0,,
167945,4,0.013,0.001,0.000001,0,,
167995,3,0.01,0.001,0.000001,0,,
168045,4,0.013,0.001,0.000001,0,,
168095,4,0.013,0.001,0.000001,0,,
168145,2,0.006,0.001,0.000001,0,,
168195,2,0.006,0.001,0.000001,0,,
168245,1,0.003,0,0,0,,
168304,3,0.01,0.001,0.000001,0,,
168354,3,0.01,0.001,0.000001,0,,
168404,3,0.01,0.001,0.000001,0,,
168454,3,0.01,0.001,0.000001,0,,
168504,3,0.01,0.001,0.000001,0,,
168554,5,0.016,0.002,0.000002,0,,
168604,4,0.013,0.001,0.000001,0,,
168654,5,0.016,0.002,0.000002,0,,
168704,3,0.01,0.001,0.000001,0,,
168754,3,0.01,0.001,0.000001,0,,
168804,4,0.013,0.001,0.000001,0,,
168854,3,0.01,0.001,0.000001,0,,
168904,4,0.013,0.001,0.000001,0,,
168963,4,0.013,0.001,0.000001,0,,
169013,3,0.01,0.001,0.000001,0,,
169063,4,0.013,0.001,0.000001,0,,
169113,4,0.013,0.001,0.000001,0,,
169163,4,0.013,0.001,0.000001,0,,
169213,4,0.013,0.001,0.000001,0,,
169263,3,0.01,0.001,0.000001,0,,
169313,1,0.003,0,0,0,,
169363,4,0.013,0.001,0.000001,0,,
169413,4,0.013,0.001,0.000001,0,,
169463,4,0.013,0.001,0.000001,0,,
169520,4,0.013,0.001,0.000001,0,,
169570,3,0.01,0.001,0.000001,0,,
169629,4,0.013,0.001,0.000001,0,,
169679,3,0.01,0.001,0.000001,0,,
169729,4,0.013,0.001,0.000001,0,,
169823,3,0.01,0.001,0.000001,0,,
169873,4,0.013,0.001,0.000001,0,,
169923,4,0.013,0.001,0.000001,0,,
169973,4,0.013,0.001,0.000001,0,,
170023,3,0.01,0.001,0.000001,0,,
170073,4,0.013,0.001,0.000001,0,,
170123,4,0.013,0.001,0.000001,0,,
170173,2,0.006,0.001,0.000001,0,,
170223,3,0.01,0.001,0.000001,0,,
170282,4,0.013,0.001,0.000001,0,,
170332,3,0.01,0.001,0.000001,0,,
170382,3,0.01,0.001,0.000001,0,,
170432,4,0.013,0.001,0.000001,0,,
170482,3,0.01,0.001,0.000001,0,,
170532,4,0.013,0.001,0.000001,0,,
170582,5,0.016,0.002,0.000002,0,,
170632,4,0.013,0.001,0.000001,0,,
170682,2,0.006,0.001,0.000001,0,,
170732,3,0.01,0.001,0.000001,0,,
170782,4,0.013,0.001,0.000001,0,,
170832,3,0.01,0.001,0.000001,0,,
170882,4,0.013,0.001,0.000001,0,,
170941,3,0.01,0.001,0.000001,0,,
170991,6,0.019,0.002,0.000002,0,,
171041,4,0.013,0.001,0.000001,0,,
171091,2,0.006,0.001,0.000001,0,,
171141,2,0.006,0.001,0.000001,0,,
171191,4,0.013,0.001,0.000001,0,,
171241,5,0.016,0.002,0.000002,0,,
171291,4,0.013,0.001,0.000001,0,,
171341,3,0.01,0.001,0.000001,0,,
171391,4,0.013,0.001,0.000001,0,,
171441,3,0.01,0.001,0.000001,0,,
171491,4,0.013,0.001,0.000001,0,,
171541,3,0.01,0.001,0.000001,0,,
171599,3,0.01,0.001,0.000001,0,,
171649,4,0.013,0.001,0.000001,0,,
171699,4,0.013,0.001,0.000001,0,,
171749,4,0.013,0.001,0.000001,0,,
171799,3,0.01,0.001,0.000001,0,,
171849,3,0.01,0.001,0.000001,0,,
171899,4,0.013,0.001,0.000001,0,,
171949,4,0.013,0.001,0.000001,0,,
171999,3,0.01,0.001,0.000001,0,,
172049,3,0.01,0.001,0.000001,0,,
172099,2,0.006,0.001,0.000001,0,,
172149,3,0.01,0.001,0.000001,0,,
172199,4,0.013,0.001,0.000001,0,,
172257,3,0.01,0.001,0.000001,0,,
172307,4,0.013,0.001,0.000001,0,,
172357,3,0.01,0.001,0.000001,0,,
172407,4,0.013,0.001,0.000001,0,,
172457,5,0.016,0.002,0.000002,0,,
172507,1,0.003,0,0,0,,
172557,4,0.013,0.001,0.000001,0,,
172607,3,0.01,0.001,0.000001,0,,
172657,4,0.013,0.001,0.000001,0,,
172707,4,0.013,0.001,0.000001,0,,
172757,3,0.01,0.001,0.000001,0,,
172807,4,0.013,0.001,0.000001,0,,
172857,3,0.01,0.001,0.000001,0,,
172915,3,0.01,0.001,0.000001,0,,
172965,2,0.006,0.001,0.000001,0,,
173015,3,0.01,0.001,0.000001,0,,
173065,4,0.013,0.001,0.000001,0,,
173115,4,0.013,0.001,0.000001,0,,
173165,4,0.013,0.001,0.000001,0,,
173215,3,0.01,0.001,0.000001,0,,
173265,5,0.016,0.002,0.000002,0,,
173315,4,0.013,0.001,0.000001,0,,
173365,4,0.013,0.001,0.000001,0,,
173415,6,0.019,0.002,0.000002,0,,
173465,6,0.019,0.002,0.000002,0,,
173523,4,0.013,0.001,0.000001,0,,
173573,6,0.019,0.002,0.000002,0,,
173623,3,0.01,0.001,0.000001,0,,
173673,4,0.013,0.001,0.000001,0,,
173723,4,0.013,0.001,0.000001,0,,
173773,2,0.006,0.001,0.000001,0,,
173823,3,0.01,0.001,0.000001,0,,
173873,3,0.01,0.001,0.000001,0,,
173923,5,0.016,0.002,0.000002,0,,
173973,2,0.006,0.001,0.000001,0,,
174023,4,0.013,0.001,0.000001,0,,
174073,3,0.01,0.001,0.000001,0,,
174123,4,0.013,0.001,0.000001,0,,
174181,3,0.01,0.001,0.000001,0,,
174231,2,0.006,0.001,0.000001,0,,
174281,6,0.019,0.002,0.000002,0,,
174331,2,0.006,0.001,0.000001,0,,
174381,2,0.006,0.001,0.000001,0,,
174476,4,0.013,0.001,0.000001,0,,
174526,4,0.013,0.001,0.000001,0,,
174576,3,0.01,0.001,0.000001,0,,
174626,3,0.01,0.001,0.000001,0,,
174676,1,0.003,0,0,0,,
174726,4,0.013,0.001,0.000001,0,,
174776,3,0.01,0.001,0.000001,0,,
174826,5,0.016,0.002,0.000002,0,,
174885,4,0.013,0.001,0.000001,0,,
174935,3,0.01,0.001,0.000001,0,,
174985,4,0.013,0.001,0.000001,0,,
175035,4,0.013,0.001,0.000001,0,,
175085,4,0.013,0.001,0.000001,0,,
175135,4,0.013,0.001,0.000001,0,,
175185,1,0.003,0,0,0,,
175235,2,0.006,0.001,0.000001,0,,
175285,2,0.006,0.001,0.000001,0,,
175335,4,0.013,0.001,0.000001,0,,
175385,4,0.013,0.001,0.000001,0,,
175435,4,0.013,0.001,0.000001,0,,
175485,4,0.013,0.001,0.000001,0,,
175544,4,0.013,0.001,0.000001,0,,
175594,4,0.013,0.001,0.000001,0,,
175644,4,0.013,0.001,0.000001,0,,
175701,4,0.013,0.001,0.000001,0,,
175751,4,0.013,0.001,0.000001,0,,
175801,4,0.013,0.001,0.000001,0,,
175851,3,0.01,0.001,0.000001,0,,
175901,4,0.013,0.001,0.000001,0,,
175951,4,0.013,0.001,0.000001,0,,
176001,3,0.01,0.001,0.000001,0,,
176051,5,0.016,0.002,0.000002,0,,
176101,4,0.013,0.001,0.000001,0,,
176151,4,0.013,0.001,0.000001,0,,
176209,5,0.016,0.002,0.000002,0,,
176259,2,0.006,0.001,0.000001,0,,
176309,4,0.013,0.001,0.000001,0,,
176359,4,0.013,0.001,0.000001,0,,
176409,1,0.003,0,0,0,,
176459,3,0.01,0.001,0.000001,0,,
176509,3,0.01,0.001,0.000001,0,,
176559,5,0.016,0.002,0.000002,0,,
176609,4,0.013,0.001,0.000001,0,,
176659,3,0.01,0.001,0.000001,0,,
176709,1,0.003,0,0,0,,
176759,4,0.013,0.001,0.000001,0,,
176817,4,0.013,0.001,0.000001,0,,
176867,2,0.006,0.001,0.000001,0,,
176917,3,0.01,0.001,0.000001,0,,
176967,2,0.006,0.001,0.000001,0,,
177017,4,0.013,0.001,0.000001,0,,
177067,4,0.013,0.001,0.000001,0,,
177117,4,0.013,0.001,0.000001,0,,
177167,4,0.013,0.001,0.000001,0,,
177217,5,0.016,0.002,0.000002,0,,
177267,4,0.013,0.001,0.000001,0,,
177317,4,0.013,0.001,0.000001,0,,
177367,4,0.013,0.001,0.000001,0,,
177417,4,0.013,0.001,0.000001,0,,
177475,6,0.019,0.002,0.000002,0,,
177525,6,0.019,0.002,0.000002,0,,
177575,4,0.013,0.001,0.000001,0,,
177625,2,0.006,0.001,0.000001,0,,
177675,4,0.013,0.001,0.000001,0,,
177725,3,0.01,0.001,0.000001,0,,
177775,2,0.006,0.001,0.000001,0,,
177825,4,0.013,0.001,0.000001,0,,
177875,6,0.019,0.002,0.000002,0,,
177925,4,0.013,0.001,0.000001,0,,
177975,4,0.013,0.001,0.000001,0,,
178025,4,0.013,0.001,0.000001,0,,
178075,4,0.013,0.001,0.000001,0,,
178133,4,0.013,0.001,0.000001,0,,
178183,3,0.01,0.001,0.000001,0,,
178233,4,0.013,0.001,0.000001,0,,
178283,4,0.013,0.001,0.000001,0,,
178333,5,0.016,0.002,0.000002,0,,
178383,3,0.01,0.001,0.000001,0,,
178433,3,0.01,0.001,0.000001,0,,
178483,3,0.01,0.001,0.000001,0,,
178533,4,0.013,0.001,0.000001,0,,
178583,4,0.013,0.001,0.000001,0,,
178633,3,0.01,0.001,0.000001,0,,
178683,4,0.013,0.001,0.000001,0,,
178733,6,0.019,0.002,0.000002,0,,
178791,4,0.013,0.001,0.000001,0,,
178841,5,0.016,0.002,0.000002,0,,
178891,4,0.013,0.001,0.000001,0,,
178941,5,0.016,0.002,0.000002,0,,
178991,3,0.01,0.001,0.000001,0,,
179041,4,0.013,0.001,0.000001,0,,
179136,4,0.013,0.001,0.000001,0,,
179186,4,0.013,0.001,0.000001,0,,
179236,4,0.013,0.001,0.000001,0,,
179286,2,0.006,0.001,0.000001,0,,
179336,4,0.013,0.001,0.000001,0,,
179386,6,0.019,0.002,0.000002,0,,
179436,5,0.016,0.002,0.000002,0,,
179494,3,0.01,0.001,0.000001,0,,
179544,6,0.019,0.002,0.000002,0,,
179594,6,0.019,0.002,0.000002,0,,
179644,4,0.013,0.001,0.000001,0,,
179694,3,0.01,0.001,0.000001,0,,
179744,4,0.013,0.001,0.000001,0,,
179794,3,0.01,0.001,0.000001,0,,
179844,4,0.013,0.001,0.000001,0,,
179894,7,0.023,0.002,0.000002,0,,
179944,3,0.01,0.001,0.000001,0,,
179994,3,0.01,0.001,0.000001,0,,
180044,4,0.013,0.001,0.000001,0,,
180102,4,0.013,0.001,0.000001,0,,
180152,4,0.013,0.001,0.000001,0,,
180202,4,0.013,0.001,0.000001,0,,
180252,4,0.013,0.001,0.000001,0,,
180302,7,0.023,0.002,0.000002,0,,
180352,4,0.013,0.001,0.000001,0,,
180402,4,0.013,0.001,0.000001,0,,
180452,4,0.013,0.001,0.000001,0,,
180502,4,0.013,0.001,0.000001,0,,
180552,5,0.016,0.002,0.000002,0,,
180602,4,0.013,0.001,0.000001,0,,
180652,4,0.013,0.001,0.000001,0,,
180702,4,0.013,0.001,0.000001,0,,
180760,3,0.01,0.001,0.000001,0,,
180810,4,0.013,0.001,0.000001,0,,
180860,8,0.026,0.003,0.000003,0,,
180910,4,0.013,0.001,0.000001,0,,
180960,4,0.013,0.001,0.000001,0,,
181010,5,0.016,0.002,0.000002,0,,
181060,8,0.026,0.003,0.000003,0,,
181110,4,0.013,0.001,0.000001,0,,
181160,4,0.013,0.001,0.000001,0,,
181210,2,0.006,0.001,0.000001,0,,
181260,5,0.016,0.002,0.000002,0,,
181310,6,0.019,0.002,0.000002,0,,
181360,2,0.006,0.001,0.000001,0,,
181418,4,0.013,0.001,0.000001,0,,
181468,6,0.019,0.002,0.000002,0,,
181518,5,0.016,0.002,0.000002,0,,
181568,5,0.016,0.002,0.000002,0,,
181618,4,0.013,0.001,0.000001,0,,
181668,4,0.013,0.001,0.000001,0,,
181718,4,0.013,0.001,0.000001,0,,
181768,1,0.003,0,0,0,,
181818,6,0.019,0.002,0.000002,0,,
181875,4,0.013,0.001,0.000001,0,,
181925,3,0.01,0.001,0.000001,0,,
181975,6,0.019,0.002,0.000002,0,,
182025,1,0.003,0,0,0,,
182083,5,0.016,0.002,0.000002,0,,
182133,4,0.013,0.001,0.000001,0,,
182183,5,0.016,0.002,0.000002,0,,
182233,4,0.013,0.001,0.000001,0,,
182283,2,0.006,0.001,0.000001,0,,
182333,5,0.016,0.002,0.000002,0,,
182383,5,0.016,0.002,0.000002,0,,
182433,5,0.016,0.002,0.000002,0,,
182483,3,0.01,0.001,0.000001,0,,
182533,3,0.01,0.001,0.000001,0,,
182583,4,0.013,0.001,0.000001,0,,
182633,3,0.01,0.001,0.000001,0,,
182683,5,0.016,0.002,0.000002,0,,
182741,4,0.013,0.001,0.000001,0,,
182791,4,0.013,0.001,0.000001,0,,
182841,3,0.01,0.001,0.000001,0,,
182891,4,0.013,0.001,0.000001,0,,
182941,5,0.016,0.002,0.000002,0,,
182991,3,0.01,0.001,0.000001,0,,
183041,4,0.013,0.001,0.000001,0,,
183091,4,0.013,0.001,0.000001,0,,
183141,8,0.026,0.003,0.000003,0,,
183191,4,0.013,0.001,0.000001,0,,
183241,6,0.019,0.002,0.000002,0,,
183291,4,0.013,0.001,0.000001,0,,
183349,6,0.019,0.002,0.000002,0,,
183399,3,0.01,0.001,0.000001,0,,
183449,5,0.016,0.002,0.000002,0,,
183499,4,0.013,0.001,0.000001,0,,
183549,4,0.013,0.001,0.000001,0,,
183599,4,0.013,0.001,0.000001,0,,
183649,4,0.013,0.001,0.000001,0,,
183699,5,0.016,0.002,0.000002,0,,
183794,4,0.013,0.001,0.000001,0,,
183844,4,0.013,0.001,0.000001,0,,
183894,4,0.013,0.001,0.000001,0,,
183944,4,0.013,0.001,0.000001,0,,
183994,6,0.019,0.002,0.000002,0,,
184052,4,0.013,0.001,0.000001,0,,
184102,6,0.019,0.002,0.000002,0,,
184152,3,0.01,0.001,0.000001,0,,
184202,4,0.013,0.001,0.000001,0,,
184252,5,0.016,0.002,0.000002,0,,
184302,3,0.01,0.001,0.000001,0,,
184352,4,0.013,0.001,0.000001,0,,
184402,6,0.019,0.002,0.000002,0,,
184452,3,0.01,0.001,0.000001,0,,
184502,3,0.01,0.001,0.000001,0,,
184552,4,0.013,0.001,0.000001,0,,
184602,2,0.006,0.001,0.000001,0,,
184652,4,0.013,0.001,0.000001,0,,
184710,2,0.006,0.001,0.000001,0,,
184760,4,0.013,0.001,0.000001,0,,
184810,3,0.01,0.001,0.000001,0,,
184860,4,0.013,0.001,0.000001,0,,
184910,4,0.013,0.001,0.000001,0,,
184960,4,0.013,0.001,0.000001,0,,
185010,5,0.016,0.002,0.000002,0,,
185060,6,0.019,0.002,0.000002,0,,
185110,4,0.013,0.001,0.000001,0,,
185160,5,0.016,0.002,0.000002,0,,
185210,6,0.019,0.002,0.000002,0,,
185260,3,0.01,0.001,0.000001,0,,
185310,3,0.01,0.001,0.000001,0,,
185376,7,0.023,0.002,0.000002,0,,
185426,3,0.01,0.001,0.000001,0,,
185476,4,0.013,0.001,0.000001,0,,
185526,5,0.016,0.002,0.000002,0,,
185576,4,0.013,0.001,0.000001,0,,
185626,6,0.019,0.002,0.000002,0,,
185676,4,0.013,0.001,0.000001,0,,
185726,4,0.013,0.001,0.000001,0,,
185776,4,0.013,0.001,0.000001,0,,
185826,5,0.016,0.002,0.000002,0,,
185876,4,0.013,0.001,0.000001,0,,
185926,2,0.006,0.001,0.000001,0,,
185976,3,0.01,0.001,0.000001,0,,
186034,3,0.01,0.001,0.000001,0,,
186084,3,0.01,0.001,0.000001,0,,
186134,5,0.016,0.002,0.000002,0,,
186184,4,0.013,0.001,0.000001,0,,
186234,4,0.013,0.001,0.000001,0,,
186284,4,0.013,0.001,0.000001,0,,
186334,3,0.01,0.001,0.000001,0,,
186384,7,0.023,0.002,0.000002,0,,
186434,4,0.013,0.001,0.000001,0,,
186484,4,0.013,0.001,0.000001,0,,
186534,4,0.013,0.001,0.000001,0,,
186584,4,0.013,0.001,0.000001,0,,
186642,4,0.013,0.001,0.000001,0,,
186692,4,0.013,0.001,0.000001,0,,
186742,6,0.019,0.002,0.000002,0,,
186792,2,0.006,0.001,0.000001,0,,
186842,3,0.01,0.001,0.000001,0,,
186892,3,0.01,0.001,0.000001,0,,
186942,4,0.013,0.001,0.000001,0,,
186992,6,0.019,0.002,0.000002,0,,
187042,3,0.01,0.001,0.000001,0,,
187092,4,0.013,0.001,0.000001,0,,
187142,4,0.013,0.001,0.000001,0,,
187192,8,0.026,0.003,0.000003,0,,
187242,3,0.01,0.001,0.000001,0,,
187299,4,0.013,0.001,0.000001,0,,
187349,4,0.013,0.001,0.000001,0,,
187399,2,0.006,0.001,0.000001,0,,
187449,4,0.013,0.001,0.000001,0,,
187499,4,0.013,0.001,0.000001,0,,
187549,6,0.019,0.002,0.000002,0,,
187599,4,0.013,0.001,0.000001,0,,
187649,3,0.01,0.001,0.000001,0,,
187699,3,0.01,0.001,0.000001,0,,
187749,7,0.023,0.002,0.000002,0,,
187799,4,0.013,0.001,0.000001,0,,
187849,3,0.01,0.001,0.000001,0,,
187899,4,0.013,0.001,0.000001,0,,
187957,4,0.013,0.001,0.000001,0,,
188014,3,0.01,0.001,0.000001,0,,
188064,4,0.013,0.001,0.000001,0,,
188114,3,0.01,0.001,0.000001,0,,
188164,7,0.023,0.002,0.000002,0,,
188214,5,0.016,0.002,0.000002,0,,
188264,4,0.013,0.001,0.000001,0,,
188314,3,0.01,0.001,0.000001,0,,
188364,6,0.019,0.002,0.000002,0,,
188459,3,0.01,0.001,0.000001,0,,
188509,4,0.013,0.001,0.000001,0,,
188559,4,0.013,0.001,0.000001,0,,
188609,8,0.026,0.003,0.000003,0,,
188667,3,0.01,0.001,0.000001,0,,
188717,8,0.026,0.003,0.000003,0,,
188767,2,0.006,0.001,0.000001,0,,
188817,4,0.013,0.001,0.000001,0,,
188867,4,0.013,0.001,0.000001,0,,
188917,6,0.019,0.002,0.000002,0,,
188967,2,0.006,0.001,0.000001,0,,
189017,4,0.013,0.001,0.000001,0,,
189067,3,0.01,0.001,0.000001,0,,
189117,4,0.013,0.001,0.000001,0,,
189167,6,0.019,0.002,0.000002,0,,
189217,5,0.016,0.002,0.000002,0,,
189267,4,0.013,0.001,0.000001,0,,
189326,4,0.013,0.001,0.000001,0,,
189376,2,0.006,0.001,0.000001,0,,
189426,4,0.013,0.001,0.000001,0,,
189476,3,0.01,0.001,0.000001,0,,
189526,5,0.016,0.002,0.000002,0,,
189576,3,0.01,0.001,0.000001,0,,
189626,4,0.013,0.001,0.000001,0,,
189676,3,0.01,0.001,0.000001,0,,
189726,7,0.023,0.002,0.000002,0,,
189776,2,0.006,0.001,0.000001,0,,
189826,3,0.01,0.001,0.000001,0,,
189876,3,0.01,0.001,0.000001,0,,
189935,4,0.013,0.001,0.000001,0,,
189985,0,0,0,0,0,,
190035,4,0.013,0.001,0.000001,0,,
190085,5,0.016,0.002,0.000002,0,,
190135,4,0.013,0.001,0.000001,0,,
190185,4,0.013,0.001,0.000001,0,,
190235,4,0.013,0.001,0.000001,0,,
190285,6,0.019,0.002,0.000002,0,,
190335,4,0.013,0.001,0.000001,0,,
190385,4,0.013,0.001,0.000001,0,,
190435,2,0.006,0.001,0.000001,0,,
190485,7,0.023,0.002,0.000002,0,,
190535,3,0.01,0.001,0.000001,0,,
190594,6,0.019,0.002,0.000002,0,,
190644,4,0.013,0.001,0.000001,0,,
190694,4,0.013,0.001,0.000001,0,,
190744,4,0.013,0.001,0.000001,0,,
190794,7,0.023,0.002,0.000002,0,,
190844,2,0.006,0.001,0.000001,0,,
190894,5,0.016,0.002,0.000002,0,,
190944,3,0.01,0.001,0.000001,0,,
190994,5,0.016,0.002,0.000002,0,,
191044,4,0.013,0.001,0.000001,0,,
191094,4,0.013,0.001,0.000001,0,,
191144,4,0.013,0.001,0.000001,0,,
191194,6,0.019,0.002,0.000002,0,,
191253,5,0.016,0.002,0.000002,0,,
